Sequence	MissingNumber
RTL3.fas	170
RTL4.fas	44
RTL5.fas	50
RTL6.fas	7
RTN1.fas	5
RTN2.fas	2
RTN3.fas	16
RTN4.fas	7
RTN4IP1.fas	4
RTN4R.fas	20
RTN4RL1.fas	5
RTN4RL2.fas	30
RTP3.fas	43
RTP4.fas	39
RTP5.fas	122
RTRAF.fas	3
RTTN.fas	4
RUBCN.fas	2
RUBCNL.fas	7
RUFY1.fas	9
RUFY2.fas	3
RUFY3.fas	3
RUFY4.fas	7
RUNDC1.fas	5
RUNDC3A.fas	2
RUNDC3B.fas	11
RUNX1.fas	6
RUNX1T1.fas	3
RUNX2.fas	18
RUNX3.fas	6
RUSC1.fas	26
RUSC2.fas	2
RUSF1.fas	1
RUVBL1.fas	6
RUVBL2.fas	6
RWDD1.fas	6
RWDD2A.fas	3
RWDD2B.fas	9
RWDD3.fas	5
RWDD4.fas	3
RXFP1.fas	6
RXFP2.fas	9
RXFP3.fas	36
RXFP4.fas	100
RXRA.fas	10
RXRB.fas	2
RXRG.fas	7
RXYLT1.fas	9
RYBP.fas	9
RYK.fas	3
RYR1.fas	12
RYR2.fas	5
RYR3.fas	6
S100A1.fas	4
S100A10.fas	4
S100A11.fas	7
S100A12.fas	41
S100A13.fas	3
S100A14.fas	2
S100A16.fas	3
S100A2.fas	27
S100A3.fas	15
S100A4.fas	8
S100A5.fas	6
S100A6.fas	40
S100A8.fas	4
S100A9.fas	3
S100B.fas	13
S100G.fas	4
S100P.fas	90
S100PBP.fas	6
S100Z.fas	35
S1PR1.fas	1
S1PR2.fas	5
S1PR3.fas	5
S1PR4.fas	25
S1PR5.fas	17
SAAL1.fas	3
SAC3D1.fas	18
SACM1L.fas	2
SAE1.fas	4
SAFB2.fas	8
SAG.fas	5
SALL2.fas	8
SALL3.fas	48
SALL4.fas	39
SAMD1.fas	11
SAMD10.fas	2
SAMD11.fas	13
SAMD12.fas	6
SAMD13.fas	1
SAMD14.fas	3
SAMD15.fas	9
SAMD3.fas	6
SAMD4A.fas	5
SAMD4B.fas	2
SAMD5.fas	18
SAMD7.fas	10
SAMD8.fas	4
SAMD9.fas	113
SAMD9L.fas	128
SAMHD1.fas	7
SAMM50.fas	9
SAMSN1.fas	9
SAP130.fas	2
SAP18.fas	4
SAP25.fas	2
SAP30.fas	3
SAP30BP.fas	0
SAP30L.fas	2
SAPCD1.fas	32
SAPCD2.fas	15
SAR1A.fas	2
SAR1B.fas	2
SARAF.fas	1
SARDH.fas	10
SARM1.fas	7
SARNP.fas	6
SARS1.fas	4
SARS2.fas	4
SART1.fas	3
SART3.fas	3
SASH1.fas	3
SASH3.fas	4
SASS6.fas	4
SAT1.fas	1
SAT2.fas	5
SATB1.fas	3
SATB2.fas	1
SATL1.fas	154
SAV1.fas	2
SAXO1.fas	7
SAXO2.fas	48
SAYSD1.fas	2
SBDS.fas	5
SBF1.fas	2
SBF2.fas	5
SBK1.fas	60
SBK2.fas	17
SBK3.fas	29
SBNO1.fas	5
SBNO2.fas	12
SBSN.fas	159
SBSPON.fas	4
SC5D.fas	2
SCAF1.fas	87
SCAF11.fas	10
SCAF4.fas	4
SCAF8.fas	3
SCAI.fas	4
SCAMP1.fas	4
SCAMP2.fas	0
SCAMP3.fas	4
SCAMP4.fas	12
SCAMP5.fas	4
SCAND1.fas	7
SCAP.fas	5
SCAPER.fas	7
SCARA3.fas	4
SCARA5.fas	6
SCARB1.fas	5
SCARB2.fas	5
SCARF1.fas	4
SCARF2.fas	19
SCART1.fas	164
SCCPDH.fas	7
SCD.fas	20
SCD5.fas	30
SCEL.fas	7
SCFD1.fas	7
SCFD2.fas	4
SCG2.fas	5
SCG3.fas	2
SCG5.fas	0
SCGB1A1.fas	22
SCGB1C1.fas	11
SCGB1C2.fas	13
SCGB2B2.fas	286
SCGB3A1.fas	63
SCGB3A2.fas	6
SCGN.fas	9
SCHIP1.fas	1
SCIMP.fas	3
SCIN.fas	4
SCLT1.fas	9
SCLY.fas	5
SCMH1.fas	6
SCML2.fas	30
SCML4.fas	5
SCN10A.fas	3
SCN11A.fas	2
SCN1A.fas	24
SCN1B.fas	47
SCN2A.fas	4
SCN2B.fas	2
SCN3A.fas	3
SCN3B.fas	3
SCN4A.fas	2
SCN4B.fas	1
SCN5A.fas	4
SCN7A.fas	6
SCN8A.fas	1
SCN9A.fas	2
SCNM1.fas	2
SCNN1A.fas	2
SCNN1B.fas	6
SCNN1D.fas	102
SCNN1G.fas	3
SCO1.fas	2
SCO2.fas	7
SCOC.fas	5
SCP2.fas	11
SCP2D1.fas	4
SCPEP1.fas	7
SCRG1.fas	1
SCRIB.fas	4
SCRN1.fas	3
SCRN2.fas	3
SCRN3.fas	3
SCRT1.fas	63
SCRT2.fas	58
SCT.fas	27
SCTR.fas	7
SCUBE1.fas	6
SCUBE2.fas	4
SCUBE3.fas	3
SCX.fas	52
SCYGR1.fas	146
SCYGR2.fas	81
SCYGR4.fas	93
SCYGR5.fas	159
SCYGR6.fas	80
SCYGR7.fas	116
SCYGR8.fas	82
SCYGR9.fas	152
SCYL1.fas	3
SCYL2.fas	3
SCYL3.fas	1
SDAD1.fas	5
SDC1.fas	3
SDC2.fas	2
SDC3.fas	9
SDC4.fas	2
SDCBP2.fas	3
SDCCAG8.fas	4
SDE2.fas	5
SDF2.fas	27
SDF2L1.fas	4
SDF4.fas	13
SDHA.fas	7
SDHAF1.fas	7
SDHAF2.fas	3
SDHAF3.fas	11
SDHAF4.fas	6
SDHB.fas	4
SDHC.fas	4
SDHD.fas	4
SDK1.fas	11
SDK2.fas	2
SDR16C5.fas	12
SDR39U1.fas	1
SDR42E1.fas	8
SDR42E2.fas	2
SDR9C7.fas	9
SDS.fas	3
SDSL.fas	3
SEBOX.fas	40
SEC11A.fas	4
SEC11C.fas	4
SEC13.fas	4
SEC14L1.fas	2
SEC14L2.fas	1
SEC14L3.fas	36
SEC14L4.fas	36
SEC14L5.fas	2
SEC14L6.fas	174
SEC16A.fas	10
SEC16B.fas	4
SEC22A.fas	6
SEC22B.fas	1
SEC22C.fas	1
SEC23A.fas	3
SEC23B.fas	3
SEC23IP.fas	5
SEC24A.fas	6
SEC24B.fas	2
SEC24C.fas	1
SEC24D.fas	4
SEC31A.fas	8
SEC31B.fas	44
SEC61A1.fas	3
SEC61A2.fas	1
SEC61B.fas	2
SEC61G.fas	5
SEC62.fas	3
SEC63.fas	3
SECISBP2.fas	2
SECISBP2L.fas	2
SECTM1.fas	61
SEH1L.fas	4
SEL1L.fas	3
SEL1L2.fas	5
SEL1L3.fas	1
SELE.fas	6
SELENBP1.fas	6
SELENOF.fas	2
SELENOH.fas	4
SELENOI.fas	4
SELENOK.fas	1
SELENOM.fas	4
SELENON.fas	5
SELENOO.fas	8
SELENOP.fas	212
SELENOS.fas	5
SELENOT.fas	4
SELENOV.fas	67
SELENOW.fas	4
SELL.fas	4
SELP.fas	4
SELPLG.fas	37
SEM1.fas	274
SEMA3A.fas	5
SEMA3B.fas	4
SEMA3C.fas	6
SEMA3D.fas	2
SEMA3E.fas	4
SEMA3F.fas	0
SEMA3G.fas	4
SEMA4A.fas	4
SEMA4B.fas	3
SEMA4C.fas	0
SEMA4D.fas	4
SEMA4F.fas	2
SEMA4G.fas	3
SEMA5A.fas	13
SEMA5B.fas	7
SEMA6A.fas	3
SEMA6B.fas	14
SEMA6C.fas	3
SEMA6D.fas	3
SEMA7A.fas	2
SEMG2.fas	246
SENP1.fas	1
SENP2.fas	4
SENP3.fas	0
SENP5.fas	10
SENP6.fas	4
SENP7.fas	6
SENP8.fas	7
SEPHS1.fas	4
SEPHS2.fas	27
SEPSECS.fas	13
SEPTIN1.fas	3
SEPTIN11.fas	3
SEPTIN12.fas	6
SEPTIN2.fas	4
SEPTIN3.fas	7
SEPTIN4.fas	5
SEPTIN5.fas	6
SEPTIN6.fas	6
SEPTIN7.fas	8
SEPTIN8.fas	3
SEPTIN9.fas	8
SERAC1.fas	4
SERBP1.fas	1
SERF1A.fas	232
SERF1B.fas	230
SERF2.fas	13
SERGEF.fas	4
SERHL2.fas	41
SERINC1.fas	4
SERINC2.fas	2
SERINC3.fas	1
SERINC4.fas	60
SERINC5.fas	4
SERP1.fas	10
SERP2.fas	3
SERPINA10.fas	86
SERPINA11.fas	9
SERPINA12.fas	29
SERPINA4.fas	121
SERPINA5.fas	6
SERPINA6.fas	10
SERPINA7.fas	34
SERPINA9.fas	111
SERPINB1.fas	11
SERPINB10.fas	25
SERPINB11.fas	44
SERPINB12.fas	41
SERPINB2.fas	1
SERPINB5.fas	4
SERPINB7.fas	40
SERPINC1.fas	0
SERPIND1.fas	3
SERPINE1.fas	2
SERPINE2.fas	6
SERPINE3.fas	39
SERPINF1.fas	2
SERPINF2.fas	4
SERPING1.fas	9
SERPINH1.fas	4
SERPINI1.fas	3
SERPINI2.fas	4
SERTAD1.fas	16
SERTAD2.fas	22
SERTAD3.fas	4
SERTAD4.fas	2
SERTM1.fas	7
SERTM2.fas	8
SESN1.fas	4
SESN2.fas	4
SESN3.fas	4
SESTD1.fas	2
SET.fas	10
SETBP1.fas	5
SETD1A.fas	7
SETD1B.fas	17
SETD2.fas	21
SETD3.fas	1
SETD4.fas	7
SETD5.fas	8
SETD6.fas	0
SETD7.fas	4
SETD9.fas	22
SETDB1.fas	3
SETDB2.fas	6
SETMAR.fas	127
SETSIP.fas	280
SEZ6.fas	4
SEZ6L.fas	7
SEZ6L2.fas	4
SF1.fas	8
SF3A1.fas	2
SF3A2.fas	46
SF3A3.fas	7
SF3B1.fas	6
SF3B2.fas	2
SF3B3.fas	1
SF3B4.fas	3
SF3B5.fas	6
SF3B6.fas	4
SFI1.fas	2
SFMBT1.fas	3
SFMBT2.fas	6
SFN.fas	7
SFPQ.fas	10
SFR1.fas	9
SFRP1.fas	31
SFRP2.fas	8
SFRP4.fas	1
SFRP5.fas	26
SFSWAP.fas	3
SFT2D1.fas	4
SFT2D2.fas	2
SFT2D3.fas	29
SFTA2.fas	2
SFTA3.fas	198
SFTPA1.fas	5
SFTPA2.fas	5
SFTPB.fas	4
SFTPC.fas	0
SFTPD.fas	20
SFXN1.fas	2
SFXN2.fas	1
SFXN3.fas	0
SFXN4.fas	26
SFXN5.fas	3
SGCA.fas	2
SGCB.fas	6
SGCD.fas	1
SGCE.fas	4
SGCG.fas	5
SGCZ.fas	11
SGF29.fas	7
SGIP1.fas	10
SGK1.fas	4
SGK2.fas	6
SGK3.fas	3
SGMS1.fas	6
SGMS2.fas	3
SGO1.fas	13
SGPL1.fas	3
SGPP1.fas	31
SGPP2.fas	4
SGSH.fas	6
SGSM1.fas	19
SGSM2.fas	4
SGSM3.fas	2
SGTA.fas	15
SGTB.fas	1
SH2B1.fas	7
SH2B2.fas	28
SH2B3.fas	1
SH2D1A.fas	7
SH2D1B.fas	7
SH2D2A.fas	12
SH2D3A.fas	23
SH2D3C.fas	3
SH2D4A.fas	3
SH2D4B.fas	2
SH2D5.fas	1
SH2D6.fas	8
SH2D7.fas	21
SH3BGR.fas	7
SH3BGRL.fas	16
SH3BGRL2.fas	2
SH3BGRL3.fas	2
SH3BP1.fas	3
SH3BP2.fas	14
SH3BP4.fas	13
SH3BP5.fas	3
SH3BP5L.fas	4
SH3D19.fas	5
SH3D21.fas	11
SH3GL1.fas	2
SH3GL2.fas	6
SH3GL3.fas	6
SH3GLB1.fas	4
SH3GLB2.fas	1
SH3KBP1.fas	9
SH3PXD2A.fas	10
SH3PXD2B.fas	3
SH3RF1.fas	1
SH3RF2.fas	4
SH3RF3.fas	10
SH3TC1.fas	23
SH3TC2.fas	4
SH3YL1.fas	4
SHANK1.fas	48
SHANK2.fas	14
SHANK3.fas	8
SHARPIN.fas	4
SHB.fas	6
SHBG.fas	28
SHC1.fas	3
SHC2.fas	13
SHC3.fas	10
SHC4.fas	5
SHCBP1.fas	14
SHCBP1L.fas	14
SHD.fas	10
SHE.fas	7
SHF.fas	3
SHFL.fas	4
SHH.fas	66
SHISA2.fas	4
SHISA3.fas	1
SHISA4.fas	9
SHISA5.fas	2
SHISA6.fas	7
SHISA7.fas	28
SHISA8.fas	18
SHISA9.fas	10
SHISAL1.fas	9
SHISAL2A.fas	25
SHISAL2B.fas	1
SHKBP1.fas	3
SHLD1.fas	6
SHLD2.fas	21
SHLD3.fas	4
SHMT1.fas	5
SHMT2.fas	1
SHOC1.fas	24
SHOC2.fas	2
SHOX.fas	57
SHOX2.fas	5
SHPK.fas	2
SHPRH.fas	5
SHQ1.fas	4
SHROOM1.fas	7
SHROOM2.fas	45
SHROOM3.fas	38
SHROOM4.fas	21
SHTN1.fas	4
SI.fas	7
SIAE.fas	4
SIAH1.fas	8
SIAH2.fas	4
SIAH3.fas	21
SIDT1.fas	8
SIDT2.fas	0
SIGIRR.fas	13
SIGLEC1.fas	1
SIGLEC10.fas	19
SIGLEC11.fas	91
SIGLEC15.fas	6
SIGLEC5.fas	65
SIGLECL1.fas	50
SIGMAR1.fas	2
SIK1.fas	6
SIK1B.fas	6
SIK2.fas	4
SIK3.fas	8
SIKE1.fas	6
SIL1.fas	3
SIM1.fas	2
SIM2.fas	4
SIMC1.fas	13
SIN3A.fas	6
SIN3B.fas	9
SINHCAF.fas	2
SIPA1.fas	1
SIPA1L1.fas	9
SIPA1L2.fas	2
SIPA1L3.fas	4
SIRPB2.fas	64
SIRT1.fas	2
SIRT2.fas	2
SIRT3.fas	11
SIRT4.fas	7
SIRT5.fas	7
SIRT6.fas	8
SIRT7.fas	2
SIT1.fas	1
SIVA1.fas	1
SIX1.fas	4
SIX2.fas	5
SIX3.fas	30
SIX4.fas	4
SIX5.fas	12
SIX6.fas	2
SKA1.fas	3
SKA2.fas	8
SKA3.fas	6
SKAP1.fas	5
SKAP2.fas	4
SKI.fas	17
SKIDA1.fas	64
SKIL.fas	10
SKIV2L.fas	2
SKOR1.fas	51
SKOR2.fas	81
SKP1.fas	4
SKP2.fas	3
SLA.fas	3
SLA2.fas	5
SLAIN1.fas	4
SLAIN2.fas	4
SLAMF1.fas	2
SLAMF6.fas	9
SLAMF7.fas	6
SLAMF8.fas	7
SLAMF9.fas	61
SLBP.fas	6
SLC10A1.fas	8
SLC10A2.fas	0
SLC10A3.fas	19
SLC10A4.fas	4
SLC10A5.fas	81
SLC10A6.fas	4
SLC10A7.fas	3
SLC11A1.fas	6
SLC12A1.fas	1
SLC12A2.fas	2
SLC12A3.fas	4
SLC12A4.fas	1
SLC12A5.fas	2
SLC12A6.fas	3
SLC12A7.fas	26
SLC12A8.fas	11
SLC12A9.fas	2
SLC13A1.fas	1
SLC13A2.fas	5
SLC13A3.fas	4
SLC13A4.fas	11
SLC13A5.fas	5
SLC14A1.fas	4
SLC14A2.fas	3
SLC15A1.fas	11
SLC15A2.fas	6
SLC15A3.fas	10
SLC15A4.fas	8
SLC15A5.fas	64
SLC16A10.fas	4
SLC16A11.fas	4
SLC16A12.fas	2
SLC16A13.fas	2
SLC16A14.fas	12
SLC16A2.fas	6
SLC16A3.fas	6
SLC16A4.fas	19
SLC16A5.fas	10
SLC16A6.fas	6
SLC16A7.fas	6
SLC16A8.fas	29
SLC16A9.fas	3
SLC17A1.fas	27
SLC17A2.fas	6
SLC17A3.fas	60
SLC17A4.fas	36
SLC17A5.fas	7
SLC17A6.fas	3
SLC17A7.fas	4
SLC17A8.fas	6
SLC17A9.fas	7
SLC18A1.fas	7
SLC18A2.fas	4
SLC18A3.fas	14
SLC18B1.fas	5
SLC19A1.fas	11
SLC19A2.fas	2
SLC19A3.fas	16
SLC1A1.fas	3
SLC1A2.fas	2
SLC1A3.fas	78
SLC1A4.fas	3
SLC1A5.fas	7
SLC1A6.fas	4
SLC1A7.fas	5
SLC20A1.fas	4
SLC20A2.fas	3
SLC22A1.fas	21
SLC22A11.fas	112
SLC22A12.fas	88
SLC22A13.fas	100
SLC22A14.fas	39
SLC22A15.fas	6
SLC22A16.fas	31
SLC22A17.fas	0
SLC22A18.fas	2
SLC22A18AS.fas	252
SLC22A2.fas	4
SLC22A23.fas	7
SLC22A3.fas	4
SLC22A31.fas	115
SLC22A4.fas	18
SLC22A5.fas	2
SLC22A6.fas	6
SLC22A7.fas	16
SLC22A8.fas	24
SLC23A1.fas	2
SLC23A2.fas	3
SLC23A3.fas	5
SLC24A1.fas	12
SLC24A2.fas	1
SLC24A3.fas	8
SLC24A4.fas	3
SLC24A5.fas	1
SLC25A1.fas	10
SLC25A10.fas	20
SLC25A11.fas	2
SLC25A12.fas	1
SLC25A13.fas	3
SLC25A14.fas	5
SLC25A15.fas	12
SLC25A16.fas	7
SLC25A17.fas	4
SLC25A18.fas	96
SLC25A19.fas	1
SLC25A2.fas	28
SLC25A20.fas	1
SLC25A21.fas	4
SLC25A22.fas	6
SLC25A23.fas	3
SLC25A24.fas	8
SLC25A25.fas	8
SLC25A26.fas	34
SLC25A27.fas	2
SLC25A28.fas	1
SLC25A29.fas	18
SLC25A3.fas	1
SLC25A30.fas	4
SLC25A31.fas	9
SLC25A32.fas	2
SLC25A33.fas	4
SLC25A34.fas	2
SLC25A35.fas	2
SLC25A36.fas	5
SLC25A37.fas	2
SLC25A38.fas	3
SLC25A39.fas	1
SLC25A4.fas	8
SLC25A40.fas	4
SLC25A41.fas	36
SLC25A42.fas	6
SLC25A43.fas	14
SLC25A44.fas	3
SLC25A45.fas	21
SLC25A46.fas	3
SLC25A47.fas	7
SLC25A48.fas	1
SLC25A5.fas	31
SLC25A51.fas	11
SLC25A52.fas	20
SLC25A53.fas	23
SLC25A6.fas	73
SLC26A1.fas	15
SLC26A10.fas	2
SLC26A11.fas	10
SLC26A2.fas	6
SLC26A3.fas	3
SLC26A4.fas	2
SLC26A5.fas	3
SLC26A6.fas	3
SLC26A7.fas	3
SLC26A8.fas	4
SLC26A9.fas	3
SLC27A1.fas	7
SLC27A2.fas	3
SLC27A3.fas	6
SLC27A4.fas	1
SLC27A5.fas	17
SLC27A6.fas	7
SLC28A1.fas	21
SLC28A2.fas	60
SLC28A3.fas	11
SLC29A1.fas	2
SLC29A2.fas	1
SLC29A3.fas	10
SLC29A4.fas	9
SLC2A1.fas	4
SLC2A10.fas	11
SLC2A11.fas	54
SLC2A12.fas	5
SLC2A13.fas	5
SLC2A14.fas	17
SLC2A2.fas	4
SLC2A3.fas	22
SLC2A4.fas	0
SLC2A4RG.fas	32
SLC2A5.fas	10
SLC2A6.fas	3
SLC2A7.fas	146
SLC2A8.fas	3
SLC2A9.fas	38
SLC30A1.fas	3
SLC30A10.fas	5
SLC30A2.fas	3
SLC30A3.fas	4
SLC30A4.fas	3
SLC30A5.fas	5
SLC30A6.fas	1
SLC30A7.fas	4
SLC30A8.fas	22
SLC30A9.fas	3
SLC31A1.fas	4
SLC31A2.fas	0
SLC32A1.fas	15
SLC33A1.fas	2
SLC34A1.fas	4
SLC34A2.fas	6
SLC34A3.fas	7
SLC35A1.fas	4
SLC35A2.fas	8
SLC35A3.fas	7
SLC35A4.fas	5
SLC35A5.fas	8
SLC35B1.fas	1
SLC35B2.fas	4
SLC35B3.fas	4
SLC35B4.fas	7
SLC35C1.fas	5
SLC35C2.fas	1
SLC35D1.fas	3
SLC35D2.fas	10
SLC35D3.fas	3
SLC35E1.fas	14
SLC35E2A.fas	207
SLC35E2B.fas	12
SLC35E3.fas	3
SLC35E4.fas	8
SLC35F1.fas	2
SLC35F2.fas	2
SLC35F3.fas	4
SLC35F4.fas	3
SLC35F5.fas	4
SLC35F6.fas	3
SLC35G1.fas	4
SLC35G2.fas	7
SLC35G3.fas	297
SLC35G6.fas	27
SLC36A1.fas	7
SLC36A2.fas	12
SLC36A3.fas	22
SLC36A4.fas	7
SLC37A1.fas	8
SLC37A2.fas	1
SLC37A3.fas	4
SLC37A4.fas	1
SLC38A1.fas	3
SLC38A10.fas	2
SLC38A11.fas	3
SLC38A2.fas	0
SLC38A3.fas	1
SLC38A4.fas	2
SLC38A5.fas	39
SLC38A6.fas	4
SLC38A7.fas	1
SLC38A8.fas	6
SLC38A9.fas	2
SLC39A1.fas	5
SLC39A10.fas	4
SLC39A11.fas	7
SLC39A12.fas	10
SLC39A13.fas	0
SLC39A14.fas	0
SLC39A2.fas	13
SLC39A3.fas	13
SLC39A4.fas	5
SLC39A5.fas	1
SLC39A6.fas	3
SLC39A7.fas	1
SLC39A8.fas	1
SLC39A9.fas	1
SLC3A1.fas	3
SLC3A2.fas	2
SLC40A1.fas	1
SLC41A1.fas	1
SLC41A2.fas	4
SLC41A3.fas	27
SLC43A1.fas	0
SLC43A2.fas	1
SLC43A3.fas	27
SLC44A1.fas	3
SLC44A2.fas	6
SLC44A3.fas	7
SLC44A4.fas	4
SLC44A5.fas	5
SLC45A1.fas	9
SLC45A2.fas	4
SLC45A3.fas	1
SLC45A4.fas	8
SLC46A1.fas	6
SLC46A2.fas	4
SLC46A3.fas	10
SLC47A1.fas	32
SLC47A2.fas	65
SLC48A1.fas	2
SLC49A3.fas	44
SLC49A4.fas	4
SLC4A1.fas	3
SLC4A10.fas	8
SLC4A11.fas	2
SLC4A1AP.fas	10
SLC4A2.fas	3
SLC4A3.fas	5
SLC4A4.fas	2
SLC4A5.fas	5
SLC4A7.fas	4
SLC4A8.fas	5
SLC4A9.fas	19
SLC50A1.fas	2
SLC51A.fas	2
SLC51B.fas	1
SLC52A1.fas	262
SLC52A2.fas	5
SLC52A3.fas	4
SLC5A10.fas	5
SLC5A11.fas	11
SLC5A12.fas	2
SLC5A2.fas	2
SLC5A3.fas	3
SLC5A5.fas	4
SLC5A6.fas	2
SLC5A7.fas	6
SLC5A8.fas	3
SLC5A9.fas	9
SLC66A1.fas	5
SLC66A2.fas	11
SLC66A3.fas	4
SLC6A1.fas	3
SLC6A11.fas	3
SLC6A12.fas	16
SLC6A13.fas	2
SLC6A14.fas	21
SLC6A15.fas	11
SLC6A16.fas	76
SLC6A17.fas	2
SLC6A18.fas	39
SLC6A19.fas	10
SLC6A2.fas	4
SLC6A20.fas	9
SLC6A3.fas	9
SLC6A4.fas	3
SLC6A5.fas	3
SLC6A6.fas	6
SLC6A7.fas	2
SLC6A8.fas	44
SLC6A9.fas	2
SLC7A1.fas	6
SLC7A10.fas	6
SLC7A11.fas	2
SLC7A13.fas	171
SLC7A14.fas	2
SLC7A2.fas	7
SLC7A3.fas	4
SLC7A4.fas	42
SLC7A5.fas	4
SLC7A6.fas	0
SLC7A6OS.fas	0
SLC7A7.fas	0
SLC7A8.fas	1
SLC7A9.fas	11
SLC8A1.fas	5
SLC8A2.fas	9
SLC8A3.fas	2
SLC8B1.fas	5
SLC9A1.fas	1
SLC9A2.fas	5
SLC9A3.fas	7
SLC9A3R1.fas	2
SLC9A3R2.fas	3
SLC9A4.fas	5
SLC9A5.fas	2
SLC9A6.fas	22
SLC9A7.fas	9
SLC9A8.fas	3
SLC9A9.fas	6
SLC9B1.fas	9
SLC9B2.fas	12
SLC9C1.fas	9
SLC9C2.fas	5
SLCO1A2.fas	14
SLCO1B1.fas	12
SLCO1C1.fas	5
SLCO2A1.fas	4
SLCO2B1.fas	0
SLCO3A1.fas	4
SLCO4A1.fas	8
SLCO4C1.fas	5
SLCO5A1.fas	5
SLCO6A1.fas	12
SLF1.fas	2
SLF2.fas	2
SLFN11.fas	121
SLFN12.fas	132
SLFN12L.fas	236
SLFN13.fas	168
SLFN14.fas	21
SLFN5.fas	164
SLFNL1.fas	6
SLIRP.fas	8
SLIT1.fas	2
SLIT2.fas	3
SLIT3.fas	3
SLITRK1.fas	1
SLITRK2.fas	15
SLITRK3.fas	4
SLITRK4.fas	14
SLITRK5.fas	16
SLITRK6.fas	6
SLK.fas	4
SLMAP.fas	4
SLN.fas	1
SLTM.fas	2
SLU7.fas	7
SLURP1.fas	46
SLURP2.fas	125
SLX1A.fas	7
SLX1B.fas	6
SLX4.fas	2
SLX4IP.fas	60
SMAD1.fas	4
SMAD2.fas	2
SMAD3.fas	0
SMAD4.fas	1
SMAD5.fas	1
SMAD6.fas	31
SMAD7.fas	4
SMAD9.fas	7
SMAGP.fas	5
SMAP1.fas	2
SMAP2.fas	12
SMARCA1.fas	10
SMARCA2.fas	3
SMARCA4.fas	6
SMARCA5.fas	6
SMARCAD1.fas	2
SMARCAL1.fas	3
SMARCB1.fas	1
SMARCC1.fas	7
SMARCC2.fas	6
SMARCD1.fas	0
SMARCD2.fas	2
SMARCD3.fas	4
SMARCE1.fas	2
SMC1A.fas	5
SMC1B.fas	11
SMC2.fas	7
SMC3.fas	7
SMC4.fas	3
SMC5.fas	4
SMC6.fas	4
SMCHD1.fas	7
SMCO1.fas	13
SMCO2.fas	53
SMCO3.fas	5
SMCO4.fas	4
SMCP.fas	21
SMCR8.fas	9
SMDT1.fas	3
SMG1.fas	6
SMG5.fas	1
SMG6.fas	3
SMG7.fas	2
SMG8.fas	13
SMG9.fas	3
SMIM1.fas	9
SMIM10.fas	93
SMIM10L1.fas	24
SMIM11A.fas	164
SMIM11B.fas	164
SMIM12.fas	3
SMIM13.fas	4
SMIM14.fas	3
SMIM17.fas	14
SMIM18.fas	5
SMIM19.fas	9
SMIM2.fas	193
SMIM20.fas	96
SMIM21.fas	275
SMIM22.fas	77
SMIM23.fas	5
SMIM24.fas	6
SMIM26.fas	6
SMIM27.fas	116
SMIM28.fas	19
SMIM29.fas	126
SMIM3.fas	4
SMIM30.fas	9
SMIM31.fas	12
SMIM32.fas	10
SMIM33.fas	3
SMIM34A.fas	10
SMIM34B.fas	10
SMIM35.fas	1
SMIM36.fas	3
SMIM38.fas	13
SMIM39.fas	22
SMIM4.fas	2
SMIM40.fas	10
SMIM41.fas	9
SMIM42.fas	46
SMIM5.fas	1
SMIM6.fas	0
SMIM7.fas	8
SMIM8.fas	2
SMIM9.fas	29
SMKR1.fas	9
SMLR1.fas	5
SMN1.fas	6
SMN2.fas	6
SMNDC1.fas	2
SMO.fas	2
SMOC1.fas	5
SMOC2.fas	6
SMOX.fas	4
SMPD1.fas	0
SMPD2.fas	0
SMPD3.fas	7
SMPD4.fas	24
SMPDL3A.fas	4
SMPDL3B.fas	17
SMPX.fas	3
SMR3A.fas	123
SMS.fas	5
SMTN.fas	3
SMTNL1.fas	11
SMTNL2.fas	8
SMU1.fas	9
SMUG1.fas	9
SMURF1.fas	3
SMURF2.fas	3
SMYD1.fas	11
SMYD2.fas	2
SMYD3.fas	9
SMYD4.fas	10
SMYD5.fas	1
SNAI1.fas	2
SNAI2.fas	2
SNAI3.fas	5
SNAP23.fas	4
SNAP25.fas	1
SNAP29.fas	5
SNAP47.fas	18
SNAP91.fas	2
SNAPC1.fas	2
SNAPC2.fas	6
SNAPC3.fas	13
SNAPC4.fas	4
SNAPC5.fas	0
SNAPIN.fas	1
SNCA.fas	4
SNCAIP.fas	4
SNCB.fas	0
SNCG.fas	1
SND1.fas	5
SNED1.fas	6
SNF8.fas	3
SNIP1.fas	12
SNN.fas	3
SNORC.fas	31
SNPH.fas	8
SNRK.fas	25
SNRNP200.fas	5
SNRNP25.fas	2
SNRNP27.fas	3
SNRNP35.fas	5
SNRNP40.fas	6
SNRNP48.fas	3
SNRNP70.fas	8
SNRPA.fas	3
SNRPA1.fas	2
SNRPB.fas	1
SNRPB2.fas	2
SNRPC.fas	10
SNRPD1.fas	6
SNRPD2.fas	10
SNRPD3.fas	4
SNRPE.fas	5
SNRPF.fas	22
SNRPG.fas	4
SNRPN.fas	7
SNTA1.fas	3
SNTB1.fas	6
SNTB2.fas	6
SNTG1.fas	10
SNTG2.fas	69
SNTN.fas	8
SNU13.fas	130
SNUPN.fas	5
SNURF.fas	7
SNW1.fas	9
SNX1.fas	5
SNX10.fas	3
SNX11.fas	3
SNX12.fas	9
SNX13.fas	5
SNX14.fas	26
SNX15.fas	3
