Sequence	MissingNumber
FEM1B	7
FEM1C	4
FEN1	5
FER	8
FER1L5	5
FER1L6	8
FERD3L	1
FERMT1	3
FERMT2	5
FERMT3	2
FES	2
FETUB	8
FEV	38
FEZ1	5
FEZ2	5
FEZF1	8
FEZF2	8
FFAR1	6
FFAR2	3
FFAR3	49
FFAR4	8
FGA	30
FGB	4
FGD1	7
FGD2	6
FGD3	10
FGD4	6
FGD6	7
FGF1	1
FGF10	8
FGF11	5
FGF12	1
FGF13	5
FGF14	4
FGF16	3
FGF17	0
FGF18	1
FGF19	9
FGF2	74
FGF20	2
FGF21	9
FGF22	22
FGF23	16
FGF3	12
FGF4	32
FGF5	6
FGF6	2
FGF7	2
FGF8	5
FGF9	2
FGFBP1	5
FGFBP2	251
FGFBP3	30
FGFR1	5
FGFR1OP2	1
FGFR2	2
FGFR3	16
FGFR4	1
FGFRL1	17
FGG	1
FGGY	2
FGL1	4
FGL2	3
FGR	0
FH	6
FHAD1	35
FHDC1	35
FHIT	12
FHL1	9
FHL2	3
FHL3	0
FHL5	2
FHOD1	1
FHOD3	5
FIBCD1	8
FIBIN	1
FIBP	0
FICD	8
FIG4	9
FIGLA	2
FIGN	8
FIGNL1	11
FIGNL2	53
FILIP1	11
FILIP1L	17
FIP1L1	4
FIS1	0
FITM1	3
FITM2	6
FIZ1	55
FJX1	40
FKBP10	2
FKBP11	1
FKBP14	2
FKBP15	2
FKBP1A	184
FKBP1B	0
FKBP1C	296
FKBP2	2
FKBP3	3
FKBP4	7
FKBP5	3
FKBP6	3
FKBP7	1
FKBP8	4
FKBP9	5
FKBPL	4
FKRP	24
FKTN	3
FLACC1	19
FLAD1	2
FLCN	1
FLI1	3
FLII	4
FLNA	21
FLNB	5
FLNC	2
FLOT1	1
FLOT2	3
FLRT1	14
FLRT2	7
FLRT3	4
FLT1	8
FLT3	8
FLT3LG	50
FLT4	5
FLVCR1	5
FLVCR2	8
FLYWCH1	21
FLYWCH2	24
FMC1	5
FMN1	5
FMN2	51
FMNL1	2
FMNL2	1
FMNL3	1
FMO1	43
FMO2	31
FMO3	42
FMO4	25
FMO5	16
FMOD	3
FMR1	6
FMR1NB	24
FN1	5
FN3K	13
FN3KRP	9
FNBP1	7
FNBP1L	1
FNBP4	7
FNDC1	6
FNDC10	86
FNDC11	10
FNDC3A	2
FNDC3B	3
FNDC4	7
FNDC5	0
FNDC7	2
FNDC8	7
FNDC9	2
FNIP1	7
FNIP2	9
FNTA	2
FNTB	1
FOCAD	8
FOLH1	14
FOLR1	14
FOLR2	40
FOLR3	82
FOS	7
FOSB	1
FOSL1	1
FOSL2	5
FOXA1	10
FOXA2	10
FOXA3	10
FOXB1	10
FOXB2	45
FOXC1	71
FOXC2	37
FOXD1	101
FOXD2	48
FOXD3	49
FOXD4	20
FOXD4L1	23
FOXD4L3	24
FOXD4L4	45
FOXD4L5	63
FOXD4L6	24
FOXE1	44
FOXE3	79
FOXF1	32
FOXF2	79
FOXG1	74
FOXH1	7
FOXI1	14
FOXI2	30
FOXI3	71
FOXJ1	9
FOXJ2	3
FOXJ3	1
FOXK1	6
FOXK2	6
FOXL1	15
FOXL2	64
FOXL2NB	235
FOXL3	19
FOXM1	10
FOXN1	3
FOXN2	4
FOXN3	8
FOXN4	3
FOXO1	2
FOXO3	4
FOXO3B	298
FOXO4	20
FOXO6	28
FOXP1	1
FOXP2	5
FOXP3	8
FOXP4	3
FOXQ1	79
FOXR1	2
FOXR2	106
FOXRED1	0
FOXRED2	1
FOXS1	5
FP565260	10
FPGS	3
FPGT	6
FRA10AC1	6
FRAS1	8
FRAT1	75
FRAT2	81
FREM1	3
FREM3	133
FRG1	9
FRG2	132
FRG2B	130
FRK	2
FRMD1	96
FRMD3	7
FRMD4A	6
FRMD4B	5
FRMD5	3
FRMD6	3
FRMD7	10
FRMD8	4
FRMPD1	8
FRMPD2	37
FRMPD3	33
FRMPD4	17
FRRS1	3
FRRS1L	1
FRS2	4
FRS3	8
FRY	6
FRYL	1
FRZB	1
FSBP	11
FSCN1	16
FSCN2	4
FSCN3	1
FSD1	6
FSD1L	3
FSD2	2
FSHB	3
FSHR	4
FSIP1	3
FST	0
FSTL1	3
FSTL3	13
FSTL4	2
FSTL5	9
FTCD	15
FTCDNL1	108
FTH1	9
FTHL17	66
FTL	14
FTMT	15
FTO	6
FTSJ1	10
FTSJ3	3
FUBP1	2
FUBP3	2
FUCA1	5
FUCA2	1
FUNDC1	7
FUNDC2	4
FUOM	44
FURIN	2
FUS	2
FUT1	18
FUT10	7
FUT11	3
FUT2	62
FUT4	49
FUT5	263
FUT6	145
FUT7	10
FUT8	3
FUT9	9
FUZ	5
FXN	6
FXR1	6
FXR2	1
FXYD1	11
FXYD2	5
FXYD5	6
FXYD6	2
FXYD7	66
FYB1	3
FYB2	6
FYCO1	12
FYN	2
FYTTD1	7
FZD1	18
FZD10	23
FZD2	42
FZD3	11
FZD4	3
FZD5	18
FZD6	5
FZD7	17
FZD8	119
FZD9	39
FZR1	5
G0S2	13
G2E3	7
G3BP1	8
G3BP2	2
G6PC1	8
G6PC2	13
G6PC3	0
G6PD	15
GAA	5
GAB1	2
GAB2	6
GAB3	5
GAB4	10
GABARAP	0
GABARAPL1	4
GABARAPL2	1
GABBR1	2
GABBR2	3
GABPA	5
GABPB1	2
GABPB2	5
GABRA1	1
GABRA2	4
GABRA3	14
GABRA4	3
GABRA5	10
GABRA6	3
GABRB1	4
GABRB2	2
GABRB3	2
GABRD	10
GABRE	11
GABRG1	6
GABRG2	5
GABRG3	12
GABRP	4
GABRQ	27
GABRR1	5
GABRR2	9
GABRR3	60
GAD1	0
GAD2	4
GADD45A	6
GADD45B	13
GADD45G	5
GADD45GIP1	15
GADL1	5
GAK	8
GAL	4
GAL3ST1	15
GAL3ST2	71
GAL3ST3	34
GAL3ST4	2
GALC	3
GALE	2
GALK1	3
GALK2	3
GALM	5
GALNS	3
GALNT1	4
GALNT10	3
GALNT11	2
GALNT12	4
GALNT13	6
GALNT14	4
GALNT15	3
GALNT16	3
GALNT17	7
GALNT18	9
GALNT2	5
GALNT3	3
GALNT4	4
GALNT5	8
GALNT6	4
GALNT7	3
GALNT8	88
GALNT9	9
GALNTL5	13
GALNTL6	9
GALP	98
GALR1	12
GALR2	32
GALR3	46
GALT	1
GAMT	11
GAN	2
GANAB	6
GANC	8
GAP43	7
GAPDH	12
GAPDHS	48
GAPT	4
GAPVD1	4
GAR1	3
GAREM1	6
GAREM2	14
GARNL3	7
GARRE1	3
GARS1	2
GART	7
GAS1	45
GAS2	3
GAS2L1	15
GAS2L2	4
GAS2L3	9
GAS6	16
GAS7	3
GAS8	5
GASK1A	16
GASK1B	8
GAST	6
GATA1	11
GATA2	8
GATA3	3
GATA4	4
GATA5	5
GATA6	46
GATAD1	8
GATAD2A	5
GATAD2B	3
GATB	3
GATC	5
GATD1	4
GATD3A	6
GATD3B	4
GATM	2
GBA	9
GBA2	0
GBA3	71
GBE1	4
GBF1	2
GBGT1	27
GBX1	5
GBX2	4
GC	4
GCA	3
GCAT	9
GCC1	4
GCC2	20
GCDH	0
GCFC2	7
GCG	2
GCGR	10
GCH1	4
GCHFR	1
GCK	4
GCKR	156
GCLC	1
GCLM	2
GCM1	10
GCM2	12
GCN1	4
GCNA	61
GCNT1	8
GCNT2	13
GCNT3	4
GCNT4	7
GCNT7	25
GCOM1	29
GCSAM	5
GCSAML	67
GCSH	7
GDA	11
GDAP1	4
GDAP1L1	2
GDAP2	3
GDE1	3
GDF1	35
GDF10	12
GDF11	4
GDF15	11
GDF2	5
GDF3	26
GDF5	8
GDF6	26
GDF7	26
GDF9	8
GDI1	6
GDI2	4
GDNF	1
GDPD1	1
GDPD2	2
GDPD3	3
GDPD4	36
GDPD5	1
GDPGP1	8
GEM	1
GEMIN2	5
GEMIN4	6
GEMIN5	5
GEMIN6	8
GEMIN7	7
GEMIN8	22
GEN1	6
GET1	2
GET3	5
GET4	30
GFAP	4
GFER	2
GFI1	3
GFI1B	0
GFM1	2
GFM2	5
GFOD1	12
GFOD2	3
GFPT1	2
GFPT2	4
GFRA1	4
GFRA2	2
GFRA3	5
GFRA4	216
GFRAL	8
GFUS	7
GFY	18
GGA1	3
GGA2	5
GGA3	3
GGACT	9
GGCT	2
GGCX	1
GGH	5
GGN	39
GGNBP2	2
GGPS1	10
GGT1	8
GGT2	12
GGT5	2
GGT6	26
GGT7	4
GGTA1	14
GGTLC1	9
GGTLC2	124
GGTLC3	11
GH1	15
GH2	115
GHDC	3
GHITM	4
GHR	7
GHRH	1
GHRHR	5
GHRL	2
GHSR	10
GID4	114
GID8	4
GIGYF1	8
GIGYF2	11
GIMAP2	133
GIMAP6	93
GIMAP8	51
GIMD1	12
GIN1	5
GINM1	3
GINS1	10
GINS2	4
GINS3	1
GINS4	3
GIP	6
GIPC1	6
GIPC2	5
GIPR	6
GIT1	2
GIT2	2
GJA1	14
GJA10	42
GJA3	40
GJA4	5
GJA5	4
GJA8	8
GJA9	70
GJB1	12
GJB2	2
GJB3	4
GJB4	15
GJB5	4
GJB6	3
GJB7	44
GJC1	7
GJC2	46
GJC3	19
GJD2	2
GJD3	42
GJD4	13
GJE1	42
GK	6
GK2	30
GK3P	281
GK5	3
GKAP1	4
GKN1	0
GKN2	1
GLA	9
GLB1	7
GLB1L	0
GLB1L2	26
GLB1L3	39
GLCCI1	7
GLCE	3
GLDC	6
GLDN	1
GLE1	20
GLG1	2
GLI1	6
GLI2	7
GLI3	13
GLI4	31
GLIPR1	4
GLIPR1L1	43
GLIPR1L2	12
GLIPR2	1
GLIS1	8
GLIS2	14
GLIS3	4
GLMN	5
GLMP	3
GLO1	5
GLOD4	3
GLOD5	22
GLP1R	4
GLP2R	3
GLRA1	3
GLRA2	9
GLRA3	1
GLRA4	16
GLRB	2
GLRX	5
GLRX2	3
GLRX3	4
GLRX5	24
GLS	5
GLS2	1
GLT1D1	9
GLT8D1	3
GLT8D2	3
GLTP	3
GLTPD2	32
GLUD1	8
GLUD2	296
GLUL	8
GLYATL1B	248
GLYATL2	161
GLYATL3	39
GLYCTK	2
GLYR1	3
GM2A	2
GMCL1	9
GMCL2	286
GMDS	6
GMEB1	6
GMEB2	9
GMFB	1
GMFG	1
GMIP	5
GMNC	6
GMNN	4
GMPPA	2
GMPPB	6
GMPR	2
GMPR2	2
GMPS	4
GNA11	13
GNA12	8
GNA13	3
GNA14	2
GNA15	11
GNAI1	2
GNAI2	6
GNAI3	1
GNAL	4
GNAO1	2
GNAQ	2
GNAT1	1
GNAT2	8
GNAT3	37
GNAZ	11
GNB1	4
GNB1L	4
GNB2	0
GNB3	4
GNB4	4
GNB5	4
GNE	5
GNG10	3
GNG11	3
GNG12	3
GNG13	2
GNG14	180
GNG2	1
GNG3	3
GNG4	3
GNG5	2
GNG5P2	278
GNG7	18
GNG8	17
GNGT1	1
GNGT2	10
GNL1	1
GNL2	1
GNL3	1
GNL3L	5
GNMT	1
GNPAT	2
GNPDA1	1
GNPDA2	4
GNPNAT1	3
GNPTAB	10
GNPTG	9
GNRH1	1
GNRH2	66
GNRHR	3
GNS	2
GOLGA1	4
GOLGA3	4
GOLGA4	27
GOLGA5	3
GOLGA6A	50
GOLGA6B	44
GOLGA6C	48
GOLGA6L4	115
GOLGA6L9	57
GOLGA7	0
GOLGA7B	0
GOLGA8A	51
GOLGA8B	52
GOLGA8F	43
GOLGA8G	55
GOLGA8H	40
GOLGA8J	39
GOLGA8M	42
GOLGA8N	43
GOLGA8O	40
GOLGA8Q	41
GOLGA8R	43
GOLGA8S	44
GOLGA8T	46
GOLIM4	5
GOLM1	3
GOLM2	5
GOLPH3	6
GOLPH3L	6
GOLT1A	1
GOLT1B	4
GON4L	16
GON7	5
GOPC	2
GORAB	1
GORASP1	2
GORASP2	1
GOSR1	10
GOSR2	8
GOT1	1
GOT1L1	7
GOT2	5
GP1BA	68
GP1BB	28
GP2	9
GP5	35
GP6	265
GP9	16
GPA33	3
GPAA1	4
GPALPP1	5
GPAM	3
GPANK1	5
GPAT2	2
GPAT3	1
GPAT4	1
GPATCH1	11
GPATCH11	10
GPATCH2	9
GPATCH2L	2
GPATCH3	5
GPATCH4	17
GPBAR1	8
GPBP1	2
GPBP1L1	2
GPC1	9
GPC2	3
GPC3	14
GPC4	4
GPC5	13
GPC6	5
GPCPD1	3
GPD1	1
GPD1L	4
GPD2	1
GPER1	7
GPHA2	3
GPHB5	3
GPHN	6
GPI	7
GPIHBP1	9
GPKOW	6
GPLD1	5
GPM6A	2
GPM6B	8
GPN1	10
GPN2	0
GPN3	5
GPNMB	5
GPR1	12
GPR101	20
GPR107	4
GPR108	19
GPR119	15
GPR12	11
GPR132	31
GPR135	63
GPR137	1
GPR137B	5
GPR137C	3
GPR139	9
GPR141	1
GPR142	18
GPR143	21
GPR146	17
GPR148	221
GPR149	3
GPR15	1
GPR150	40
GPR151	1
GPR152	17
GPR153	9
GPR155	6
GPR156	4
GPR157	10
GPR158	5
GPR160	8
GPR161	6
GPR162	1
GPR17	3
GPR171	5
GPR173	14
GPR174	23
GPR176	4
GPR18	2
GPR180	5
GPR182	6
GPR183	6
GPR19	3
GPR20	8
GPR21	1
GPR22	7
GPR25	51
GPR26	25
GPR27	52
GPR3	6
GPR31	53
GPR32	263
GPR33	21
GPR34	9
GPR35	33
GPR37	4
GPR37L1	10
GPR39	8
GPR4	16
GPR42	144
GPR45	8
GPR50	32
GPR52	2
GPR55	5
GPR6	8
GPR61	2
GPR62	38
GPR63	8
GPR65	9
GPR68	4
GPR75	9
GPR78	220
GPR82	18
GPR83	4
GPR84	11
GPR85	3
GPR87	5
GPR88	33
GPR89A	9
GPR89B	7
GPRASP1	62
GPRASP2	31
GPRC5A	8
GPRC5B	3
GPRC5C	6
GPRC5D	21
GPRC6A	105
GPRIN1	44
GPRIN2	8
GPRIN3	7
GPS1	3
GPS2	3
GPSM1	5
GPSM2	10
GPSM3	5
GPT	8
GPT2	2
GPX1	2
GPX2	0
GPX3	0
GPX4	144
GPX7	5
GPX8	2
GRAMD1A	7
GRAMD1B	4
GRAMD1C	4
GRAMD2A	4
GRAMD2B	4
GRAMD4	5
GRAP	6
GRAP2	2
GRAPL	7
GRB10	3
GRB14	2
GRB2	3
GRB7	0
GREB1	9
GREB1L	4
GREM1	3
GREM2	94
GRHL1	3
GRHL2	2
GRHL3	3
GRHPR	2
GRIA1	6
GRIA2	3
GRIA3	8
GRIA4	5
GRID1	5
GRID2	7
GRID2IP	3
GRIFIN	18
GRIK1	5
GRIK2	7
GRIK3	6
GRIK4	3
GRIK5	4
GRIN1	16
GRIN2A	4
GRIN2B	2
GRIN2C	7
GRIN2D	17
GRIN3A	2
GRIN3B	36
GRINA	5
GRIP1	5
GRIP2	6
GRIPAP1	6
GRK1	11
GRK2	3
GRK3	10
GRK4	8
GRK5	4
GRK6	2
GRK7	48
GRM1	2
GRM2	1
GRM3	3
GRM4	1
GRM5	8
GRM6	5
GRM7	7
GRM8	5
GRN	2
GRP	2
GRPEL1	3
GRPEL2	4
GRPR	5
GRSF1	4
GRTP1	13
GRWD1	2
GRXCR1	2
GRXCR2	2
GSAP	7
GSC	6
GSC2	41
GSDMA	22
GSDMB	203
GSDMC	69
GSDMD	11
GSDME	8
GSE1	1
GSG1	24
GSG1L	6
GSG1L2	42
GSK3A	0
GSK3B	2
GSKIP	2
GSN	2
GSPT1	4
GSPT2	33
GSR	7
GSS	1
GSTA4	27
GSTCD	4
GSTK1	8
GSTO1	7
GSTO2	6
GSTT2	144
GSTT2B	144
GSTT4	7
GSTZ1	2
GSX1	26
GSX2	24
GTDC1	2
GTF2A1	2
GTF2A1L	5
GTF2A2	2
GTF2B	3
GTF2E1	2
GTF2E2	4
GTF2F1	8
GTF2F2	5
GTF2H1	3
GTF2H2	6
GTF2H2C	19
GTF2H3	2
GTF2H4	2
GTF2H5	7
GTF2IRD1	13
GTF2IRD2	21
GTF2IRD2B	14
GTF3A	5
GTF3C1	7
GTF3C2	10
GTF3C3	5
GTF3C4	5
GTF3C5	2
GTF3C6	3
GTPBP1	2
GTPBP10	7
GTPBP2	2
GTPBP3	9
GTPBP4	5
GTPBP6	85
GTPBP8	15
GTSE1	7
GTSF1	4
GTSF1L	40
GUCA1A	4
GUCA1ANB	12
GUCA1B	17
GUCA1C	146
GUCA2A	2
GUCA2B	1
GUCD1	4
GUCY1A1	6
GUCY1A2	7
GUCY1B1	3
GUCY2C	2
GUCY2D	4
GUCY2F	67
GUF1	5
GUK1	3
GULP1	3
GUSB	19
GVQW3	230
GXYLT1	2
GXYLT2	5
GYG1	0
GYG2	55
GYPA	27
GYPB	70
GYPC	9
GYPE	41
GYS1	2
GYS2	5
GZF1	10
GZMA	7
GZMK	17
GZMM	88
H1-0	12
H1-1	25
H1-10	46
H1-2	37
H1-3	53
H1-4	50
H1-5	64
H1-6	28
H1-7	22
H1-8	13
H2AC20	38
H2AC21	27
H2AC4	60
H2AC6	58
H2AJ	10
H2AW	34
H2AX	10
H2AZ1	9
H2AZ2	5
H2BC11	84
H2BC18	31
H2BC21	42
H2BC4	74
H2BC5	90
H2BC6	82
H2BC9	82
H2BE1	42
H2BU1	62
H3-2	44
H3-3A	7
H3-4	73
H3-5	285
H3C1	73
H3C11	99
H3C13	46
H3C2	88
H3C4	118
H3C8	79
H3Y1	268
H4-16	40
H4C1	68
H4C14	27
H4C15	32
H4C2	59
H4C3	47
H4C8	47
H6PD	10
HAAO	2
HABP2	2
HABP4	2
HACD1	4
HACD2	1
HACD3	5
HACD4	3
HACE1	4
HACL1	5
HADH	3
HADHA	4
HADHB	2
HAGH	4
HAGHL	62
HAL	1
HAMP	2
HAND1	11
HAND2	21
HAO1	2
HAO2	12
HAP1	139
HAPLN1	2
HAPLN2	12
HAPLN3	22
HAPLN4	7
HARBI1	4
HARS1	2
HARS2	0
HAS1	9
HAS2	3
HAS3	5
HASPIN	18
HAT1	3
HAUS1	4
HAUS2	5
HAUS3	7
HAUS4	3
HAUS5	1
HAUS6	6
HAUS7	3
HAUS8	14
HAVCR2	7
HAX1	4
HBE1	10
HBEGF	0
HBM	61
HBP1	2
HBQ1	22
HBS1L	4
HCAR1	8
HCAR2	16
HCAR3	244
HCCS	4
HCFC1	14
HCFC1R1	3
HCFC2	2
HCK	10
HCLS1	4
HCN1	5
HCN2	21
HCN3	5
HCN4	20
HCRT	8
HCRTR1	1
HCRTR2	2
HCST	6
HDAC1	6
HDAC10	0
HDAC11	2
HDAC2	4
HDAC3	2
HDAC4	9
HDAC5	3
HDAC6	2
HDAC7	0
HDAC8	12
HDAC9	1
HDC	7
HDDC2	4
HDDC3	1
HDGF	4
HDGFL1	37
HDGFL2	2
HDGFL3	3
HDHD2	2
HDHD3	6
HDHD5	2
HDLBP	4
HDX	19
HEATR1	8
HEATR3	8
HEATR4	5
HEATR5A	4
HEATR5B	4
HEATR6	9
HEATR9	11
HEBP1	3
HEBP2	10
HECA	6
HECTD1	4
HECTD2	2
HECTD3	2
HECTD4	16
HECW1	4
HECW2	9
HEG1	6
HELB	1
HELLS	12
HELQ	10
HELT	3
HELZ	4
HELZ2	107
HEMGN	15
HEMK1	1
HENMT1	7
HEPACAM	1
HEPACAM2	3
HEPH	11
HEPHL1	8
HEPN1	104
HERC1	5
HERC2	14
HERC3	5
HERC4	4
HERC5	35
HERC6	59
HERPUD1	1
HERPUD2	2
HES1	12
HES2	28
HES3	17
HES4	74
HES5	31
HES6	8
HES7	41
HESX1	5
HEXA	2
HEXB	5
HEXD	9
HEXIM1	11
HEXIM2	23
HEY1	8
HEY2	8
HEYL	4
HFE	6
HFM1	10
HGD	2
HGF	4
HGFAC	8
HGH1	21
HGS	5
HGSNAT	6
HHAT	7
HHATL	3
HHEX	2
HHIP	1
HHIPL1	8
HHIPL2	46
HHLA1	6
HHLA2	69
HHLA3	274
HIBADH	3
HIBCH	2
HIC1	37
HIC2	30
HID1	3
HIF1A	4
HIF1AN	0
HIF3A	7
HIGD1A	2
HIGD1B	2
HIGD1C	16
HIGD2A	4
HIKESHI	4
HILPDA	8
HINFP	1
HINT1	8
HINT2	0
HINT3	5
HIP1	4
HIP1R	8
HIPK1	1
HIPK2	8
HIPK3	3
HIPK4	2
HIRA	2
HIRIP3	12
HJURP	10
HJV	6
HK1	9
HK2	3
HK3	2
HKDC1	4
HLA-DMA	1
HLA-DMB	3
HLA-DOA	14
HLA-DOB	22
HLA-DPA1	107
HLA-DRA	14
HLCS	26
HLF	3
HLTF	8
HLX	2
HM13	0
HMBOX1	3
HMBS	1
HMCES	1
HMCN1	6
HMCN2	37
HMG20A	1
HMG20B	7
HMGA1	0
HMGA2	9
HMGB1	27
HMGB2	8
HMGB3	11
HMGB4	2
HMGCL	2
HMGCLL1	7
HMGCR	3
HMGCS1	3
HMGCS2	43
HMGN2	3
HMGN3	3
HMGN4	32
HMGN5	48
HMGXB3	4
HMGXB4	7
HMHB1	177
HMMR	3
HMOX1	5
HMOX2	3
HMX1	49
HMX2	9
HMX3	17
HNF1A	4
HNF1B	3
HNF4A	1
HNF4G	0
HNMT	8
HNRNPA0	25
HNRNPA1	6
HNRNPA1L2	295
HNRNPA2B1	3
HNRNPA3	18
HNRNPAB	3
HNRNPC	8
HNRNPCL1	272
HNRNPCL2	271
HNRNPCL3	268
HNRNPCL4	283
HNRNPD	2
HNRNPDL	6
HNRNPF	29
HNRNPH1	2
HNRNPH2	23
HNRNPH3	2
HNRNPK	3
HNRNPL	2
HNRNPLL	3
HNRNPM	1
HNRNPR	7
HNRNPU	1
HNRNPUL1	1
HNRNPUL2	3
HOATZ	11
HOGA1	2
HOMER1	2
HOMER2	4
HOMER3	4
HOMEZ	10
HOOK1	9
HOOK2	1
HOOK3	2
HOPX	143
HORMAD1	4
HORMAD2	4
HOXA1	1
HOXA10	25
HOXA11	23
HOXA13	94
HOXA2	2
HOXA3	6
HOXA4	49
HOXA5	6
HOXA6	3
HOXA7	4
HOXA9	6
HOXB1	3
HOXB13	2
HOXB2	15
HOXB3	43
HOXB4	39
HOXB5	3
HOXB6	3
HOXB7	6
HOXB8	15
HOXB9	8
HOXC10	9
HOXC11	9
HOXC12	11
HOXC13	29
HOXC4	8
HOXC5	4
HOXC6	3
HOXC8	10
HOXC9	9
HOXD1	22
HOXD10	0
HOXD11	70
HOXD12	2
HOXD13	37
HOXD3	8
HOXD4	12
HOXD8	44
HOXD9	24
HP	12
HP1BP3	6
HPCA	2
HPCAL1	14
HPCAL4	7
HPD	2
HPDL	10
HPF1	4
HPGD	3
HPGDS	4
HPN	9
HPR	272
HPRT1	5
HPS1	4
HPS3	3
HPS4	7
HPS5	4
HPS6	25
HPSE	5
HPSE2	1
HPX	2
HR	5
HRCT1	10
HRG	73
HRH1	7
HRH2	5
HRH3	13
HRH4	26
HRK	37
HROB	8
HS1BP3	2
HS2ST1	2
HS3ST1	12
HS3ST2	6
HS3ST3A1	108
HS3ST3B1	102
HS3ST4	63
HS3ST5	2
HS3ST6	13
HS6ST1	10
HS6ST2	9
HS6ST3	7
HSBP1	1
HSBP1L1	9
HSCB	1
HSD11B1	1
HSD11B1L	54
HSD11B2	2
HSD17B1	6
HSD17B10	2
HSD17B11	21
HSD17B12	3
HSD17B13	28
HSD17B14	30
HSD17B2	2
HSD17B3	4
HSD17B4	6
HSD17B6	71
HSD17B7	4
HSD17B8	1
HSD3B1	22
HSD3B2	21
HSD3B7	1
HSDL1	6
HSDL2	11
HSF1	3
HSF2	3
HSF2BP	5
HSF4	3
HSF5	2
HSH2D	12
HSP90AA1	31
HSP90AB1	15
HSP90B1	5
HSPA12A	4
HSPA12B	2
HSPA13	2
HSPA14	4
HSPA1A	177
HSPA1B	171
HSPA1L	27
HSPA2	6
HSPA4	6
HSPA4L	3
HSPA5	2
HSPA6	177
HSPA8	23
HSPA9	0
HSPB1	20
HSPB11	41
HSPB2	5
HSPB3	5
HSPB6	3
HSPB7	64
HSPB8	3
HSPB9	23
HSPBAP1	15
HSPBP1	5
HSPD1	12
HSPE1	11
HSPG2	8
HSPH1	6
HTATIP2	2
HTATSF1	19
HTD2	8
HTR1A	2
HTR1B	3
HTR1D	12
HTR1E	27
HTR1F	6
HTR2A	4
HTR2B	2
HTR2C	22
HTR3A	5
HTR3B	23
HTR3C	136
HTR3D	269
HTR3E	135
HTR4	2
HTR5A	8
HTR6	15
HTR7	1
HTRA1	4
HTRA2	0
HTRA3	6
HTRA4	36
HTT	7
HUNK	3
HUS1	12
HUS1B	227
HUWE1	5
HVCN1	3
HYAL1	4
HYAL2	1
HYAL3	11
HYAL4	18
HYDIN	4
HYI	2
HYKK	6
HYLS1	9
HYOU1	0
HYPK	0
IAH1	23
IAPP	39
IARS1	12
IARS2	9
IBA57	30
IBSP	2
IBTK	12
ICA1	4
ICA1L	13
ICAM1	6
ICAM2	16
ICAM3	27
ICAM4	27
ICAM5	7
ICE2	5
ICMT	2
ICOS	3
ICOSLG	16
ID1	8
ID2	6
ID3	3
ID4	51
IDE	5
IDH1	5
IDH2	2
IDH3A	4
IDH3B	1
IDH3G	4
IDI1	14
IDI2	245
IDNK	7
IDO1	8
IDO2	14
IDS	11
IDUA	13
IER2	9
IER3	1
IER3IP1	5
IER5	34
IER5L	76
IFFO1	6
IFFO2	12
IFI30	6
IFI35	2
IFI44	84
IFI44L	90
IFI6	50
IFIH1	7
IFIT1	79
IFIT1B	188
IFIT2	48
IFIT3	69
IFIT5	44
IFITM10	10
IFITM5	5
IFNAR1	4
IFNAR2	9
IFNB1	22
IFNE	52
IFNG	4
IFNGR1	2
IFNGR2	1
IFNK	17
IFNLR1	5
IFRD1	3
IFRD2	0
IFT122	9
IFT172	10
IFT20	2
IFT22	9
IFT27	0
IFT43	1
IFT46	4
IFT52	2
IFT57	1
IFT74	6
IFT80	5
IFT81	11
IFT88	5
IFTAP	9
IGBP1	9
IGBP1P2	277
IGDCC3	2
IGDCC4	2
IGF1	1
IGF1R	7
IGF2	6
IGF2BP1	2
IGF2BP2	3
IGF2BP3	3
IGF2R	6
IGFALS	11
IGFBP1	6
IGFBP2	6
IGFBP3	8
IGFBP4	4
IGFBP5	4
IGFBP6	2
IGFBP7	40
IGFBPL1	49
IGFL1	143
IGFL3	207
IGFLR1	40
IGHD	157
IGHD3-9	277
IGHD6-19	199
IGHE	23
IGHM	23
IGHMBP2	7
IGIP	2
IGKJ2	149
IGLON5	11
IGSF1	11
IGSF11	2
IGSF21	6
IGSF22	125
IGSF23	107
IGSF3	4
IGSF5	10
IGSF6	1
IGSF8	3
IGSF9	2
IGSF9B	3
IHH	3
IHO1	6
IK	2
IKBIP	4
IKBKB	4
IKBKE	8
IKBKG	9
IKZF1	1
IKZF2	3
IKZF3	4
IKZF4	2
IKZF5	9
IL10	1
IL10RA	3
IL10RB	5
IL11	8
IL11RA	2
IL12A	5
IL12B	1
IL12RB1	13
IL12RB2	4
IL13	1
IL13RA1	6
IL13RA2	9
IL15	3
IL15RA	7
IL16	13
IL17A	2
IL17B	2
IL17C	10
IL17D	11
IL17F	1
IL17RA	15
IL17RB	19
IL17RC	2
IL17RD	2
IL17RE	12
IL17REL	62
IL18	10
IL18BP	4
IL18R1	8
IL18RAP	4
IL19	6
IL1A	2
IL1B	2
IL1F10	14
IL1R1	2
IL1R2	4
IL1RAP	3
IL1RAPL1	24
IL1RAPL2	33
IL1RL1	2
IL1RL2	4
IL1RN	5
IL2	3
IL20	8
IL20RA	2
IL20RB	3
IL21	0
IL21R	8
IL22	1
IL22RA1	3
IL22RA2	2
IL23A	1
IL23R	4
IL24	12
IL25	19
IL26	32
IL27	3
IL27RA	3
IL2RA	9
IL2RB	6
IL2RG	5
IL3	2
IL31	25
IL31RA	15
IL33	0
IL34	7
IL36A	51
IL36B	111
