Sequence	MissingNumber
FEM1B	7
FEM1C	5
FEN1	9
FER	8
FER1L5	5
FER1L6	10
FERD3L	2
FERMT1	4
FERMT2	5
FERMT3	3
FES	2
FETUB	10
FEV	50
FEZ1	6
FEZ2	6
FEZF1	9
FEZF2	12
FFAR1	11
FFAR2	5
FFAR3	59
FFAR4	13
FGA	37
FGB	5
FGD1	8
FGD2	6
FGD3	10
FGD4	6
FGD6	11
FGF1	1
FGF10	10
FGF11	5
FGF12	1
FGF13	8
FGF14	4
FGF16	5
FGF17	1
FGF18	1
FGF19	10
FGF2	93
FGF20	4
FGF21	10
FGF22	25
FGF23	21
FGF3	20
FGF4	44
FGF5	6
FGF6	2
FGF7	2
FGF8	5
FGF9	3
FGFBP1	7
FGFBP2	313
FGFBP3	41
FGFR1	8
FGFR1OP2	1
FGFR2	2
FGFR3	20
FGFR4	1
FGFRL1	20
FGG	3
FGGY	3
FGL1	5
FGL2	3
FGR	1
FH	7
FHAD1	45
FHDC1	40
FHIT	16
FHL1	12
FHL2	3
FHL3	0
FHL5	2
FHOD1	2
FHOD3	5
FIBCD1	9
FIBIN	2
FIBP	1
FICD	9
FIG4	11
FIGLA	2
FIGN	11
FIGNL1	11
FIGNL2	75
FILIP1	11
FILIP1L	21
FIP1L1	6
FIS1	0
FITM1	3
FITM2	8
FIZ1	69
FJX1	52
FKBP10	2
FKBP11	1
FKBP14	2
FKBP15	4
FKBP1A	226
FKBP1B	0
FKBP1C	370
FKBP2	3
FKBP3	5
FKBP4	8
FKBP5	4
FKBP6	4
FKBP7	1
FKBP8	5
FKBP9	8
FKBPL	9
FKRP	35
FKTN	3
FLACC1	21
FLAD1	3
FLCN	3
FLI1	3
FLII	5
FLNA	24
FLNB	5
FLNC	2
FLOT1	1
FLOT2	4
FLRT1	19
FLRT2	8
FLRT3	5
FLT1	9
FLT3	8
FLT3LG	63
FLT4	7
FLVCR1	6
FLVCR2	13
FLYWCH1	26
FLYWCH2	25
FMC1	6
FMN1	7
FMN2	64
FMNL1	3
FMNL2	2
FMNL3	1
FMO1	49
FMO2	31
FMO3	57
FMO4	30
FMO5	19
FMOD	3
FMR1	7
FMR1NB	29
FN1	5
FN3K	17
FN3KRP	13
FNBP1	9
FNBP1L	2
FNBP4	9
FNDC1	13
FNDC10	108
FNDC11	11
FNDC3A	3
FNDC3B	3
FNDC4	10
FNDC5	0
FNDC7	4
FNDC8	7
FNDC9	3
FNIP1	10
FNIP2	11
FNTA	2
FNTB	1
FOCAD	8
FOLH1	18
FOLR1	16
FOLR2	44
FOLR3	96
FOS	9
FOSB	1
FOSL1	3
FOSL2	7
FOXA1	14
FOXA2	15
FOXA3	13
FOXB1	13
FOXB2	60
FOXC1	87
FOXC2	53
FOXD1	130
FOXD2	63
FOXD3	67
FOXD4	28
FOXD4L1	35
FOXD4L3	35
FOXD4L4	58
FOXD4L5	81
FOXD4L6	35
FOXE1	61
FOXE3	100
FOXF1	42
FOXF2	99
FOXG1	96
FOXH1	11
FOXI1	16
FOXI2	40
FOXI3	89
FOXJ1	12
FOXJ2	3
FOXJ3	1
FOXK1	7
FOXK2	8
FOXL1	23
FOXL2	78
FOXL2NB	292
FOXL3	30
FOXM1	14
FOXN1	3
FOXN2	4
FOXN3	10
FOXN4	6
FOXO1	3
FOXO3	5
FOXO3B	372
FOXO4	23
FOXO6	39
FOXP1	2
FOXP2	5
FOXP3	10
FOXP4	3
FOXQ1	97
FOXR1	6
FOXR2	128
FOXRED1	0
FOXRED2	6
FOXS1	9
FP565260	13
FPGS	4
FPGT	8
FRA10AC1	7
FRAS1	10
FRAT1	91
FRAT2	96
FREM1	3
FREM3	168
FRG1	9
FRG2	162
FRG2B	160
FRK	3
FRMD1	114
FRMD3	7
FRMD4A	8
FRMD4B	6
FRMD5	3
FRMD6	4
FRMD7	13
FRMD8	8
FRMPD1	11
FRMPD2	42
FRMPD3	40
FRMPD4	20
FRRS1	4
FRRS1L	2
FRS2	6
FRS3	8
FRY	9
FRYL	4
FRZB	1
FSBP	14
FSCN1	24
FSCN2	6
FSCN3	1
FSD1	8
FSD1L	4
FSD2	3
FSHB	5
FSHR	4
FSIP1	4
FST	0
FSTL1	4
FSTL3	16
FSTL4	2
FSTL5	11
FTCD	24
FTCDNL1	138
FTH1	12
FTHL17	72
FTL	18
FTMT	20
FTO	7
FTSJ1	14
FTSJ3	3
FUBP1	2
FUBP3	2
FUCA1	6
FUCA2	1
FUNDC1	8
FUNDC2	5
FUOM	57
FURIN	2
FUS	2
FUT1	25
FUT10	8
FUT11	3
FUT2	75
FUT4	63
FUT5	326
FUT6	179
FUT7	12
FUT8	3
FUT9	12
FUZ	5
FXN	8
FXR1	6
FXR2	2
FXYD1	13
FXYD2	5
FXYD5	10
FXYD6	3
FXYD7	88
FYB1	4
FYB2	9
FYCO1	14
FYN	2
FYTTD1	8
FZD1	29
FZD10	33
FZD2	46
FZD3	12
FZD4	4
FZD5	28
FZD6	6
FZD7	28
FZD8	149
FZD9	54
FZR1	8
G0S2	15
G2E3	7
G3BP1	10
G3BP2	3
G6PC1	10
G6PC2	19
G6PC3	1
G6PD	18
GAA	7
GAB1	2
GAB2	9
GAB3	9
GAB4	14
GABARAP	2
GABARAPL1	5
GABARAPL2	1
GABBR1	2
GABBR2	3
GABPA	7
GABPB1	2
GABPB2	6
GABRA1	1
GABRA2	4
GABRA3	19
GABRA4	3
GABRA5	13
GABRA6	4
GABRB1	4
GABRB2	3
GABRB3	2
GABRD	12
GABRE	12
GABRG1	6
GABRG2	5
GABRG3	16
GABRP	5
GABRQ	39
GABRR1	8
GABRR2	9
GABRR3	68
GAD1	1
GAD2	7
GADD45A	7
GADD45B	17
GADD45G	5
GADD45GIP1	21
GADL1	6
GAK	10
GAL	6
GAL3ST1	19
GAL3ST2	81
GAL3ST3	47
GAL3ST4	2
GALC	4
GALE	2
GALK1	3
GALK2	3
GALM	6
GALNS	6
GALNT1	4
GALNT10	3
GALNT11	2
GALNT12	6
GALNT13	7
GALNT14	4
GALNT15	4
GALNT16	3
GALNT17	7
GALNT18	10
GALNT2	7
GALNT3	3
GALNT4	7
GALNT5	10
GALNT6	5
GALNT7	4
GALNT8	107
GALNT9	13
GALNTL5	16
GALNTL6	11
GALP	117
GALR1	17
GALR2	42
GALR3	67
GALT	1
GAMT	14
GAN	2
GANAB	8
GANC	9
GAP43	11
GAPDH	16
GAPDHS	53
GAPT	5
GAPVD1	5
GAR1	3
GAREM1	8
GAREM2	19
GARNL3	7
GARRE1	3
GARS1	4
GART	8
GAS1	59
GAS2	4
GAS2L1	23
GAS2L2	5
GAS2L3	11
GAS6	22
GAS7	4
GAS8	7
GASK1A	19
GASK1B	9
GAST	9
GATA1	16
GATA2	9
GATA3	4
GATA4	5
GATA5	10
GATA6	65
GATAD1	10
GATAD2A	5
GATAD2B	3
GATB	3
GATC	6
GATD1	9
GATD3A	6
GATD3B	4
GATM	3
GBA	11
GBA2	0
GBA3	82
GBE1	4
GBF1	2
GBGT1	31
GBX1	8
GBX2	5
GC	5
GCA	3
GCAT	13
GCC1	6
GCC2	24
GCDH	0
GCFC2	9
GCG	3
GCGR	11
GCH1	5
GCHFR	2
GCK	5
GCKR	189
GCLC	1
GCLM	2
GCM1	11
GCM2	16
GCN1	5
GCNA	83
GCNT1	9
GCNT2	15
GCNT3	4
GCNT4	8
GCNT7	31
GCOM1	37
GCSAM	5
GCSAML	90
GCSH	9
GDA	12
GDAP1	6
GDAP1L1	3
GDAP2	4
GDE1	3
GDF1	46
GDF10	12
GDF11	5
GDF15	19
GDF2	6
GDF3	31
GDF5	12
GDF6	35
GDF7	39
GDF9	10
GDI1	7
GDI2	5
GDNF	1
GDPD1	1
GDPD2	2
GDPD3	3
GDPD4	41
GDPD5	1
GDPGP1	9
GEM	2
GEMIN2	7
GEMIN4	9
GEMIN5	5
GEMIN6	8
GEMIN7	9
GEMIN8	30
GEN1	7
GET1	2
GET3	5
GET4	39
GFAP	6
GFER	3
GFI1	3
GFI1B	1
GFM1	4
GFM2	7
GFOD1	14
GFOD2	3
GFPT1	5
GFPT2	7
GFRA1	4
GFRA2	4
GFRA3	6
GFRA4	269
GFRAL	11
GFUS	8
GFY	21
GGA1	4
GGA2	5
GGA3	3
GGACT	12
GGCT	2
GGCX	2
GGH	7
GGN	48
GGNBP2	3
GGPS1	14
GGT1	9
GGT2	14
GGT5	5
GGT6	27
GGT7	5
GGTA1	18
GGTLC1	10
GGTLC2	149
GGTLC3	12
GH1	19
GH2	140
GHDC	3
GHITM	5
GHR	7
GHRH	1
GHRHR	5
GHRL	3
GHSR	12
GID4	130
GID8	4
GIGYF1	10
GIGYF2	12
GIMAP2	164
GIMAP6	126
GIMAP8	55
GIMD1	20
GIN1	6
GINM1	4
GINS1	13
GINS2	4
GINS3	2
GINS4	4
GIP	6
GIPC1	7
GIPC2	5
GIPR	8
GIT1	2
GIT2	2
GJA1	17
GJA10	50
GJA3	49
GJA4	6
GJA5	6
GJA8	11
GJA9	92
GJB1	16
GJB2	4
GJB3	4
GJB4	15
GJB5	7
GJB6	3
GJB7	62
GJC1	11
GJC2	63
GJC3	23
GJD2	3
GJD3	56
GJD4	18
GJE1	51
GK	9
GK2	32
GK3P	351
GK5	4
GKAP1	4
GKN1	0
GKN2	1
GLA	11
GLB1	7
GLB1L	0
GLB1L2	30
GLB1L3	44
GLCCI1	7
GLCE	3
GLDC	7
GLDN	1
GLE1	27
GLG1	2
GLI1	8
GLI2	10
GLI3	16
GLI4	41
GLIPR1	5
GLIPR1L1	47
GLIPR1L2	14
GLIPR2	2
GLIS1	8
GLIS2	18
GLIS3	6
GLMN	5
GLMP	5
GLO1	5
GLOD4	4
GLOD5	25
GLP1R	5
GLP2R	4
GLRA1	5
GLRA2	10
GLRA3	1
GLRA4	18
GLRB	2
GLRX	8
GLRX2	4
GLRX3	5
GLRX5	34
GLS	5
GLS2	1
GLT1D1	10
GLT8D1	3
GLT8D2	4
GLTP	3
GLTPD2	44
GLUD1	9
GLUD2	370
GLUL	9
GLYATL1B	307
GLYATL2	202
GLYATL3	40
GLYCTK	3
GLYR1	3
GM2A	2
GMCL1	11
GMCL2	355
GMDS	6
GMEB1	8
GMEB2	10
GMFB	1
GMFG	1
GMIP	5
GMNC	7
GMNN	4
GMPPA	2
GMPPB	7
GMPR	2
GMPR2	4
GMPS	6
GNA11	19
GNA12	10
GNA13	4
GNA14	2
GNA15	20
GNAI1	2
GNAI2	7
GNAI3	1
GNAL	4
GNAO1	2
GNAQ	2
GNAT1	1
GNAT2	10
GNAT3	38
GNAZ	11
GNB1	4
GNB1L	4
GNB2	0
GNB3	5
GNB4	5
GNB5	6
GNE	5
GNG10	3
GNG11	5
GNG12	3
GNG13	2
GNG14	216
GNG2	1
GNG3	5
GNG4	6
GNG5	3
GNG5P2	347
GNG7	24
GNG8	19
GNGT1	4
GNGT2	11
GNL1	1
GNL2	1
GNL3	1
GNL3L	7
GNMT	1
GNPAT	3
GNPDA1	4
GNPDA2	4
GNPNAT1	3
GNPTAB	12
GNPTG	11
GNRH1	1
GNRH2	84
GNRHR	3
GNS	4
GOLGA1	4
GOLGA3	5
GOLGA4	31
GOLGA5	3
GOLGA6A	64
GOLGA6B	55
GOLGA6C	61
GOLGA6L4	143
GOLGA6L9	75
GOLGA7	2
GOLGA7B	0
GOLGA8A	65
GOLGA8B	67
GOLGA8F	55
GOLGA8G	68
GOLGA8H	51
GOLGA8J	52
GOLGA8M	53
GOLGA8N	55
GOLGA8O	52
GOLGA8Q	52
GOLGA8R	56
GOLGA8S	56
GOLGA8T	58
GOLIM4	5
GOLM1	5
GOLM2	6
GOLPH3	6
GOLPH3L	6
GOLT1A	2
GOLT1B	4
GON4L	23
GON7	7
GOPC	3
GORAB	1
GORASP1	3
GORASP2	3
GOSR1	11
GOSR2	11
GOT1	1
GOT1L1	7
GOT2	7
GP1BA	89
GP1BB	36
GP2	9
GP5	43
GP6	333
GP9	21
GPA33	4
GPAA1	5
GPALPP1	7
GPAM	3
GPANK1	7
GPAT2	2
GPAT3	1
GPAT4	2
GPATCH1	14
GPATCH11	11
GPATCH2	10
GPATCH2L	2
GPATCH3	5
GPATCH4	20
GPBAR1	9
GPBP1	6
GPBP1L1	3
GPC1	11
GPC2	4
GPC3	17
GPC4	4
GPC5	18
GPC6	7
GPCPD1	3
GPD1	1
GPD1L	6
GPD2	1
GPER1	11
GPHA2	4
GPHB5	4
GPHN	8
GPI	7
GPIHBP1	10
GPKOW	7
GPLD1	6
GPM6A	2
GPM6B	10
GPN1	11
GPN2	0
GPN3	6
GPNMB	6
GPR1	13
GPR101	22
GPR107	6
GPR108	24
GPR119	20
GPR12	13
GPR132	35
GPR135	76
GPR137	2
GPR137B	10
GPR137C	3
GPR139	10
GPR141	2
GPR142	21
GPR143	26
GPR146	19
GPR148	277
GPR149	4
GPR15	1
GPR150	50
GPR151	1
GPR152	25
GPR153	10
GPR155	7
GPR156	5
GPR157	11
GPR158	7
GPR160	8
GPR161	9
GPR162	1
GPR17	4
GPR171	6
GPR173	17
GPR174	25
GPR176	5
GPR18	2
GPR180	6
GPR182	10
GPR183	6
GPR19	3
GPR20	14
GPR21	2
GPR22	7
GPR25	63
GPR26	37
GPR27	74
GPR3	6
GPR31	73
GPR32	327
GPR33	23
GPR34	9
GPR35	40
GPR37	5
GPR37L1	13
GPR39	9
GPR4	21
GPR42	183
GPR45	13
GPR50	39
GPR52	4
GPR55	5
GPR6	11
GPR61	2
GPR62	50
GPR63	9
GPR65	11
GPR68	8
GPR75	9
GPR78	273
GPR82	19
GPR83	4
GPR84	19
GPR85	4
GPR87	8
GPR88	50
GPR89A	12
GPR89B	9
GPRASP1	79
GPRASP2	43
GPRC5A	11
GPRC5B	4
GPRC5C	9
GPRC5D	22
GPRC6A	117
GPRIN1	63
GPRIN2	10
GPRIN3	11
GPS1	5
GPS2	3
GPSM1	7
GPSM2	12
GPSM3	7
GPT	9
GPT2	3
GPX1	3
GPX2	1
GPX3	0
GPX4	187
GPX7	5
GPX8	2
GRAMD1A	9
GRAMD1B	5
GRAMD1C	4
GRAMD2A	4
GRAMD2B	6
GRAMD4	8
GRAP	10
GRAP2	2
GRAPL	12
GRB10	3
GRB14	3
GRB2	3
GRB7	0
GREB1	11
GREB1L	5
GREM1	5
GREM2	103
GRHL1	3
GRHL2	2
GRHL3	3
GRHPR	2
GRIA1	7
GRIA2	4
GRIA3	10
GRIA4	5
GRID1	6
GRID2	9
GRID2IP	3
GRIFIN	23
GRIK1	7
GRIK2	9
GRIK3	6
GRIK4	3
GRIK5	5
GRIN1	16
GRIN2A	5
GRIN2B	2
GRIN2C	8
GRIN2D	24
GRIN3A	2
GRIN3B	45
GRINA	6
GRIP1	5
GRIP2	7
GRIPAP1	7
GRK1	14
GRK2	4
GRK3	12
GRK4	10
GRK5	5
GRK6	2
GRK7	69
GRM1	2
GRM2	1
GRM3	5
GRM4	3
GRM5	9
GRM6	5
GRM7	8
GRM8	6
GRN	2
GRP	2
GRPEL1	6
GRPEL2	5
GRPR	7
GRSF1	4
GRTP1	17
GRWD1	2
GRXCR1	4
GRXCR2	2
GSAP	8
GSC	8
GSC2	56
GSDMA	25
GSDMB	252
GSDMC	84
GSDMD	13
GSDME	8
GSE1	2
GSG1	27
GSG1L	9
GSG1L2	53
GSK3A	1
GSK3B	3
GSKIP	4
GSN	5
GSPT1	5
GSPT2	46
GSR	8
GSS	1
GSTA4	43
GSTCD	5
GSTK1	10
GSTO1	9
GSTO2	6
GSTT2	168
GSTT2B	170
GSTT4	9
GSTZ1	2
GSX1	36
GSX2	29
GTDC1	2
GTF2A1	2
GTF2A1L	6
GTF2A2	2
GTF2B	3
GTF2E1	2
GTF2E2	5
GTF2F1	10
GTF2F2	7
GTF2H1	6
GTF2H2	7
GTF2H2C	26
GTF2H3	4
GTF2H4	2
GTF2H5	8
GTF2IRD1	15
GTF2IRD2	26
GTF2IRD2B	19
GTF3A	5
GTF3C1	8
GTF3C2	13
GTF3C3	7
GTF3C4	7
GTF3C5	3
GTF3C6	3
GTPBP1	4
GTPBP10	8
GTPBP2	4
GTPBP3	14
GTPBP4	8
GTPBP6	115
GTPBP8	20
GTSE1	10
GTSF1	5
GTSF1L	45
GUCA1A	5
GUCA1ANB	14
GUCA1B	18
GUCA1C	181
GUCA2A	3
GUCA2B	1
GUCD1	5
GUCY1A1	6
GUCY1A2	8
GUCY1B1	3
GUCY2C	2
GUCY2D	4
GUCY2F	79
GUF1	5
GUK1	4
GULP1	5
GUSB	22
GVQW3	286
GXYLT1	2
GXYLT2	6
GYG1	0
GYG2	79
GYPA	36
GYPB	96
GYPC	12
GYPE	58
GYS1	3
GYS2	5
GZF1	11
GZMA	9
GZMK	18
GZMM	102
H1-0	16
H1-1	33
H1-10	71
H1-2	43
H1-3	60
H1-4	56
H1-5	81
H1-6	32
H1-7	29
H1-8	16
H2AC20	49
H2AC21	40
H2AC4	72
H2AC6	68
H2AJ	13
H2AW	40
H2AX	15
H2AZ1	13
H2AZ2	6
H2BC11	101
H2BC18	34
H2BC21	51
H2BC4	88
H2BC5	108
H2BC6	101
H2BC9	104
H2BE1	59
H2BU1	79
H3-2	59
H3-3A	9
H3-4	84
H3-5	356
H3C1	84
H3C11	117
H3C13	63
H3C2	106
H3C4	133
H3C8	95
H3Y1	335
H4-16	50
H4C1	81
H4C14	35
H4C15	39
H4C2	68
H4C3	59
H4C8	53
H6PD	12
HAAO	3
HABP2	2
HABP4	4
HACD1	5
HACD2	1
HACD3	5
HACD4	3
HACE1	5
HACL1	6
HADH	6
HADHA	4
HADHB	3
HAGH	4
HAGHL	75
HAL	2
HAMP	2
HAND1	14
HAND2	31
HAO1	2
HAO2	14
HAP1	164
HAPLN1	2
HAPLN2	14
HAPLN3	24
HAPLN4	10
HARBI1	5
HARS1	2
HARS2	0
HAS1	16
HAS2	3
HAS3	6
HASPIN	27
HAT1	4
HAUS1	6
HAUS2	8
HAUS3	9
HAUS4	3
HAUS5	1
HAUS6	9
HAUS7	6
HAUS8	20
HAVCR2	8
HAX1	5
HBE1	11
HBEGF	0
HBM	80
HBP1	2
HBQ1	28
HBS1L	7
HCAR1	11
HCAR2	19
HCAR3	304
HCCS	4
HCFC1	17
HCFC1R1	3
HCFC2	2
HCK	13
HCLS1	5
HCN1	8
HCN2	29
HCN3	5
HCN4	25
HCRT	10
HCRTR1	1
HCRTR2	2
HCST	7
HDAC1	6
HDAC10	0
HDAC11	2
HDAC2	7
HDAC3	3
HDAC4	10
HDAC5	3
HDAC6	3
HDAC7	2
HDAC8	15
HDAC9	2
HDC	8
HDDC2	5
HDDC3	4
HDGF	4
HDGFL1	48
HDGFL2	6
HDGFL3	5
HDHD2	2
HDHD3	8
HDHD5	2
HDLBP	5
HDX	20
HEATR1	8
HEATR3	14
HEATR4	6
HEATR5A	4
HEATR5B	5
HEATR6	10
HEATR9	11
HEBP1	3
HEBP2	11
HECA	6
HECTD1	4
HECTD2	3
HECTD3	2
HECTD4	22
HECW1	5
HECW2	10
HEG1	7
HELB	2
HELLS	13
HELQ	12
HELT	7
HELZ	5
HELZ2	126
HEMGN	16
HEMK1	1
HENMT1	7
HEPACAM	1
HEPACAM2	4
HEPH	12
HEPHL1	9
HEPN1	138
HERC1	5
HERC2	15
HERC3	6
HERC4	4
HERC5	54
HERC6	61
HERPUD1	1
HERPUD2	3
HES1	20
HES2	31
HES3	24
HES4	95
HES5	44
HES6	10
HES7	52
HESX1	7
HEXA	2
HEXB	7
HEXD	14
HEXIM1	15
HEXIM2	26
HEY1	10
HEY2	11
HEYL	4
HFE	6
HFM1	11
HGD	2
HGF	4
HGFAC	11
HGH1	32
HGS	7
HGSNAT	6
HHAT	8
HHATL	3
HHEX	2
HHIP	2
HHIPL1	12
HHIPL2	58
HHLA1	7
HHLA2	91
HHLA3	342
HIBADH	3
HIBCH	2
HIC1	47
HIC2	38
HID1	3
HIF1A	4
HIF1AN	0
HIF3A	9
HIGD1A	2
HIGD1B	3
HIGD1C	18
HIGD2A	4
HIKESHI	6
HILPDA	11
HINFP	1
HINT1	9
HINT2	0
HINT3	8
HIP1	4
HIP1R	8
HIPK1	1
HIPK2	9
HIPK3	4
HIPK4	4
HIRA	2
HIRIP3	16
HJURP	16
HJV	9
HK1	12
HK2	7
HK3	2
HKDC1	7
HLA-DMA	1
HLA-DMB	4
HLA-DOA	16
HLA-DOB	28
HLA-DPA1	135
HLA-DRA	15
HLCS	32
HLF	3
HLTF	9
HLX	3
HM13	1
HMBOX1	3
HMBS	2
HMCES	2
HMCN1	7
HMCN2	47
HMG20A	1
HMG20B	10
HMGA1	0
HMGA2	12
HMGB1	30
HMGB2	10
HMGB3	14
HMGB4	2
HMGCL	2
HMGCLL1	8
HMGCR	4
HMGCS1	3
HMGCS2	49
HMGN2	3
HMGN3	3
HMGN4	50
HMGN5	58
HMGXB3	6
HMGXB4	9
HMHB1	201
HMMR	5
HMOX1	7
HMOX2	4
HMX1	64
HMX2	13
HMX3	22
HNF1A	9
HNF1B	3
HNF4A	2
HNF4G	0
HNMT	10
HNRNPA0	38
HNRNPA1	8
HNRNPA1L2	370
HNRNPA2B1	4
HNRNPA3	22
HNRNPAB	4
HNRNPC	11
HNRNPCL1	339
HNRNPCL2	339
HNRNPCL3	336
HNRNPCL4	351
HNRNPD	2
HNRNPDL	7
HNRNPF	34
HNRNPH1	3
HNRNPH2	27
HNRNPH3	2
HNRNPK	3
HNRNPL	2
HNRNPLL	3
HNRNPM	2
HNRNPR	8
HNRNPU	2
HNRNPUL1	1
HNRNPUL2	4
HOATZ	13
HOGA1	2
HOMER1	2
HOMER2	4
HOMER3	7
HOMEZ	12
HOOK1	12
HOOK2	1
HOOK3	3
HOPX	178
HORMAD1	6
HORMAD2	6
HOXA1	1
HOXA10	34
HOXA11	31
HOXA13	119
HOXA2	2
HOXA3	6
HOXA4	66
HOXA5	10
HOXA6	4
HOXA7	5
HOXA9	11
HOXB1	4
HOXB13	3
HOXB2	23
HOXB3	51
HOXB4	51
HOXB5	6
HOXB6	4
HOXB7	8
HOXB8	18
HOXB9	14
HOXC10	9
HOXC11	11
HOXC12	14
HOXC13	39
HOXC4	13
HOXC5	5
HOXC6	3
HOXC8	12
HOXC9	15
HOXD1	32
HOXD10	0
HOXD11	91
HOXD12	2
HOXD13	52
HOXD3	13
HOXD4	19
HOXD8	60
HOXD9	31
HP	14
HP1BP3	6
HPCA	3
HPCAL1	18
HPCAL4	9
HPD	2
HPDL	14
HPF1	4
HPGD	3
HPGDS	4
HPN	9
HPR	336
HPRT1	7
HPS1	5
HPS3	3
HPS4	9
HPS5	7
HPS6	30
HPSE	7
HPSE2	1
HPX	2
HR	8
HRCT1	11
HRG	80
HRH1	8
HRH2	5
HRH3	14
HRH4	29
HRK	55
HROB	8
HS1BP3	3
HS2ST1	3
HS3ST1	15
HS3ST2	7
HS3ST3A1	124
HS3ST3B1	117
HS3ST4	83
HS3ST5	2
HS3ST6	15
HS6ST1	12
HS6ST2	12
HS6ST3	7
HSBP1	1
HSBP1L1	10
HSCB	3
HSD11B1	1
HSD11B1L	80
HSD11B2	2
HSD17B1	8
HSD17B10	2
HSD17B11	21
HSD17B12	3
HSD17B13	39
HSD17B14	39
HSD17B2	2
HSD17B3	4
HSD17B4	7
HSD17B6	89
HSD17B7	4
HSD17B8	3
HSD3B1	34
HSD3B2	32
HSD3B7	2
HSDL1	6
HSDL2	12
HSF1	3
HSF2	4
HSF2BP	6
HSF4	3
HSF5	2
HSH2D	17
HSP90AA1	39
HSP90AB1	20
HSP90B1	7
HSPA12A	5
HSPA12B	4
HSPA13	2
HSPA14	5
HSPA1A	219
HSPA1B	211
HSPA1L	36
HSPA2	7
HSPA4	7
HSPA4L	3
HSPA5	2
HSPA6	216
HSPA8	26
HSPA9	4
HSPB1	25
HSPB11	49
HSPB2	5
HSPB3	6
HSPB6	4
HSPB7	80
HSPB8	5
HSPB9	25
HSPBAP1	16
HSPBP1	6
HSPD1	18
HSPE1	15
HSPG2	8
HSPH1	7
HTATIP2	3
HTATSF1	23
HTD2	10
HTR1A	3
HTR1B	4
HTR1D	14
HTR1E	44
HTR1F	8
HTR2A	5
HTR2B	3
HTR2C	25
HTR3A	6
HTR3B	33
HTR3C	172
HTR3D	337
HTR3E	176
HTR4	2
HTR5A	12
HTR6	22
HTR7	2
HTRA1	6
HTRA2	2
HTRA3	9
HTRA4	40
HTT	8
HUNK	4
HUS1	13
HUS1B	272
HUWE1	7
HVCN1	4
HYAL1	6
HYAL2	3
HYAL3	13
HYAL4	21
HYDIN	5
HYI	2
HYKK	9
HYLS1	9
HYOU1	0
HYPK	0
IAH1	23
IAPP	42
IARS1	13
IARS2	11
IBA57	31
IBSP	3
IBTK	14
ICA1	4
ICA1L	15
ICAM1	8
ICAM2	20
ICAM3	42
ICAM4	33
ICAM5	8
ICE2	7
ICMT	2
ICOS	3
ICOSLG	22
ID1	11
ID2	9
ID3	5
ID4	66
IDE	5
IDH1	6
IDH2	2
IDH3A	5
IDH3B	2
IDH3G	4
IDI1	16
IDI2	299
IDNK	9
IDO1	12
IDO2	22
IDS	15
IDUA	15
IER2	13
IER3	3
IER3IP1	6
IER5	49
IER5L	104
IFFO1	7
IFFO2	15
IFI30	9
IFI35	2
IFI44	100
IFI44L	108
IFI6	65
IFIH1	7
IFIT1	99
IFIT1B	223
IFIT2	51
IFIT3	74
IFIT5	64
IFITM10	16
IFITM5	6
IFNAR1	5
IFNAR2	16
IFNB1	25
IFNE	62
IFNG	4
IFNGR1	4
IFNGR2	1
IFNK	18
IFNLR1	7
IFRD1	4
IFRD2	0
IFT122	12
IFT172	14
IFT20	2
IFT22	12
IFT27	1
IFT43	2
IFT46	5
IFT52	4
IFT57	2
IFT74	9
IFT80	5
IFT81	11
IFT88	6
IFTAP	15
IGBP1	10
IGBP1P2	344
IGDCC3	2
IGDCC4	3
IGF1	1
IGF1R	8
IGF2	6
IGF2BP1	2
IGF2BP2	4
IGF2BP3	4
IGF2R	8
IGFALS	15
IGFBP1	10
IGFBP2	7
IGFBP3	14
IGFBP4	7
IGFBP5	4
IGFBP6	2
IGFBP7	53
IGFBPL1	64
IGFL1	168
IGFL3	268
IGFLR1	41
IGHD	189
IGHD3-9	343
IGHD6-19	248
IGHE	26
IGHM	28
IGHMBP2	10
IGIP	2
IGKJ2	178
IGLON5	17
IGSF1	15
IGSF11	2
IGSF21	6
IGSF22	167
IGSF23	129
IGSF3	5
IGSF5	12
IGSF6	1
IGSF8	3
IGSF9	2
IGSF9B	3
IHH	3
IHO1	9
IK	4
IKBIP	6
IKBKB	7
IKBKE	8
IKBKG	10
IKZF1	1
IKZF2	3
IKZF3	4
IKZF4	4
IKZF5	9
IL10	1
IL10RA	4
IL10RB	9
IL11	10
IL11RA	3
IL12A	10
IL12B	1
IL12RB1	17
IL12RB2	5
IL13	2
IL13RA1	6
IL13RA2	9
IL15	5
IL15RA	9
IL16	16
IL17A	2
IL17B	3
IL17C	10
IL17D	19
IL17F	1
IL17RA	20
IL17RB	19
IL17RC	3
IL17RD	2
IL17RE	13
IL17REL	86
IL18	11
IL18BP	4
IL18R1	10
IL18RAP	4
IL19	10
IL1A	3
IL1B	4
IL1F10	19
IL1R1	3
IL1R2	4
IL1RAP	4
IL1RAPL1	26
IL1RAPL2	37
IL1RL1	4
IL1RL2	4
IL1RN	6
IL2	3
IL20	10
IL20RA	5
IL20RB	3
IL21	1
IL21R	9
IL22	2
IL22RA1	5
IL22RA2	4
IL23A	1
IL23R	4
IL24	15
IL25	20
IL26	51
IL27	5
IL27RA	6
IL2RA	10
IL2RB	9
IL2RG	6
IL3	2
IL31	25
IL31RA	17
IL33	1
IL34	9
IL36A	63
IL36B	134
