gene	in_marine_slow	in_aquatic_slow	partition	marine_direction	aquatic_direction	marine_FDR	aquatic_FDR	marine_statistic_if_available	aquatic_statistic_if_available
MAB21L1	TRUE	TRUE	shared_slow	slow	slow	0.00210223	0.000923677	3.917558	4.242950
MAFG	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00247113		3.915086	1.373109
MAGIX	TRUE	TRUE	shared_slow	slow	slow	0.00156727	0.00464758	4.083300	3.753401
MAIP1	TRUE	TRUE	shared_slow	slow	slow	0.000171103	0.000142811	4.788248	4.874813
MAN2A1	TRUE	TRUE	shared_slow	slow	slow	2.47948e-09	4.28202e-10	7.408874	7.690110
MAN2B1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00761392		3.481950	3.374763
MAP1S	TRUE	TRUE	shared_slow	slow	slow	7.93984e-05	0.00104283	4.906683	4.204669
MAP3K1	TRUE	TRUE	shared_slow	slow	slow	0.00513983	0.00931609	3.657870	3.477666
MAP3K11	TRUE	TRUE	shared_slow	slow	slow	0.00347045	0.00836606	3.779856	3.506904
MAPK8	TRUE	TRUE	shared_slow	slow	slow	1.11328e-05	4.10586e-05	5.446753	5.151274
MAPK8IP3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000156823		4.818057	2.602148
MAPK9	TRUE	TRUE	shared_slow	slow	slow	0.00143831	0.00737174	4.090208	3.561387
MAPKAPK5	TRUE	TRUE	shared_slow	slow	slow	6.74779e-06	3.02384e-06	5.709638	5.928581
MARCHF8	TRUE	TRUE	shared_slow	slow	slow	0.000282713	0.000770651	4.585879	4.330311
MARF1	TRUE	TRUE	shared_slow	slow	slow	0.00183076	0.0072835	3.948798	3.533040
MARS1	TRUE	TRUE	shared_slow	slow	slow	0.00587532	0.0023221	3.608872	3.992235
MARS2	TRUE	TRUE	shared_slow	slow	slow	0.000183463	0.000140038	4.801487	4.915278
MAST3	TRUE	TRUE	shared_slow	slow	slow	3.08689e-12	1.11351e-07	8.727035	6.648584
MATK	TRUE	TRUE	shared_slow	slow	slow	0.00441711	0.0062929	3.711101	3.634791
MBD1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00724323	2.974096	3.579494
MBLAC1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00911778		3.406106	2.983283
MC5R	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00113899	3.597922	4.409753
MCCC2	TRUE	TRUE	shared_slow	slow	slow	0.00324468	0.00471756	3.808069	3.724679
MDM2	TRUE	TRUE	shared_slow	slow	slow	0.000253455	0.000836936	4.628228	4.302323
MDM4	TRUE	TRUE	shared_slow	slow	slow	1.28706e-05	0.000239516	5.507396	4.709934
MED19	TRUE	TRUE	shared_slow	slow	slow	0.000146782	0.00405015	4.806819	3.782494
MEFV	TRUE	TRUE	shared_slow	slow	slow	1.0672e-08	1.02194e-09	7.175756	7.597969
MEIOB	TRUE	TRUE	shared_slow	slow	slow	0.00324507	0.00233027	3.816022	3.971844
MEOX2	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00845681	3.344983	3.491883
MET	TRUE	TRUE	shared_slow	slow	slow	0.00113931	0.00144836	4.154280	4.139290
METTL11B	FALSE	FALSE	shared_fast	fast	fast	0.00807251	0.00926404	-3.581387	-3.559273
METTL17	TRUE	TRUE	shared_slow	slow	slow	0.00475715	0.00806462	3.671701	3.525265
METTL3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00760819		3.508891	2.243186
MFGE8	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00878732	3.332908	3.497528
MFSD3	TRUE	TRUE	shared_slow	slow	slow	0.00458511	0.00878732	3.695064	3.499586
MGA	TRUE	TRUE	shared_slow	slow	slow	0.00384372	0.00491537	3.767185	3.728211
MGST3	TRUE	TRUE	shared_slow	slow	slow	8.54043e-06	7.82575e-06	5.556652	5.602586
MILR1	TRUE	TRUE	shared_slow	slow	slow	0.00034829	0.00272247	4.519719	3.907150
MINDY4B	FALSE	FALSE	shared_fast	fast	fast	0.00380595	0.00539301	-3.784765	-3.712875
MINPP1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00239961		3.923815	2.743503
MIP	TRUE	TRUE	shared_slow	slow	slow	1.86239e-05	0.000223284	5.376664	4.718714
MIPOL1	TRUE	TRUE	shared_slow	slow	slow	0.000135487	0.00283562	4.892503	3.924938
MIS18BP1	TRUE	TRUE	shared_slow	slow	slow	5.19049e-05	0.000115119	5.130866	4.950951
MIXL1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0060122		3.550662	2.613696
MKRN3	TRUE	TRUE	shared_slow	slow	slow	0.00304746	0.00277209	3.813148	3.891861
MLPH	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00850047		-3.481024	-3.425257
MLST8	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00113969		4.119114	2.681046
MMEL1	FALSE	FALSE	shared_fast	fast	fast	0.00273716	0.00555913	-3.912811	-3.702356
MMGT1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00718152	3.269862	3.579363
MMP11	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00293996		3.834536	3.093247
MMP12	TRUE	TRUE	shared_slow	slow	slow	0.00840438	0.00838714	3.795468	3.679154
MMP25	TRUE	TRUE	shared_slow	slow	slow	0.0023538	0.00159705	3.950896	4.129143
MMS22L	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00968829		3.415398	3.020929
MOBP	TRUE	TRUE	shared_slow	slow	slow	1.21837e-06	6.01888e-05	5.968621	5.055474
MOGAT1	TRUE	TRUE	shared_slow	slow	slow	0.000211995	0.000543159	4.673105	4.438568
MORC4	TRUE	TRUE	shared_slow	slow	slow	1.86239e-05	0.000125959	5.402634	4.907852
MORF4L1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000894797		4.251869	3.133939
MOV10	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00832833		3.470456	3.040857
MPLKIP	TRUE	TRUE	shared_slow	slow	slow	0.0023907	0.00358378	3.927925	3.834533
MRGPRG	FALSE	FALSE	shared_fast	fast	fast	0.000643972	0.00615261	-4.683586	-3.772592
MRNIP	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00322334		3.817438	3.382333
MROH2A	FALSE	FALSE	shared_fast	fast	fast	4.90218e-05	0.000211852	-5.242966	-4.820193
MROH2B	FALSE	FALSE	shared_fast	fast	fast	4.79804e-05	0.000125959	-5.353694	-5.066896
MROH7	FALSE	FALSE	shared_fast	fast	fast	0.00177397	0.00286676	-4.063402	-3.935047
MROH9	TRUE	TRUE	shared_slow	slow	slow	1.78589e-09	5.35221e-09	7.511701	7.210818
MRPL13	TRUE	TRUE	shared_slow	slow	slow	1.07066e-05	0.000466776	5.551924	4.513280
MRPL17	TRUE	TRUE	shared_slow	slow	slow	0.000265328	0.00036026	4.554347	4.515615
MRPS34	TRUE	TRUE	shared_slow	slow	slow	0.000209939	0.000167837	4.704526	4.824545
MS4A14	TRUE	TRUE	shared_slow	slow	slow	2.70308e-06	1.47363e-06	6.525709	6.362025
MS4A5	TRUE	TRUE	shared_slow	slow	slow	0.00600632	0.00264666	3.805341	4.048581
MS4A7	TRUE	TRUE	shared_slow	slow	slow	0.00341691	0.00482995	4.189571	3.916333
MSANTD4	TRUE	TRUE	shared_slow	slow	slow	1.46578e-06	5.45567e-06	5.957189	5.674448
MSH3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00996127		3.381297	3.353331
MSMB	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00906805		3.620842	1.052115
MSN	TRUE	TRUE	shared_slow	slow	slow	8.47423e-08	2.51459e-07	6.777583	6.514939
MTCP1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000716852		4.223934	2.885934
MTFR2	TRUE	TRUE	shared_slow	slow	slow	0.00481491	0.00413472	3.680228	3.786094
MTHFD1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00784483		3.481032	2.764300
MTHFSD	TRUE	TRUE	shared_slow	slow	slow	0.000116856	0.00101159	4.855291	4.237670
MTNR1B	FALSE	FALSE	shared_fast	fast	fast	0.00108558	0.000702391	-4.542737	-4.673401
MTX1	TRUE	FALSE	marine_only_slow	slow	not_significant	2.65561e-05		5.226364	1.891107
MUC7	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000747836		4.745235	0.295724
MYBPHL	FALSE	FALSE	shared_fast	fast	fast	0.00364505	0.00285182	-4.036278	-4.100235
MYH1	FALSE	FALSE	shared_fast	fast	fast	0.000349792	0.000864466	-4.724107	-4.423768
MYH13	FALSE	FALSE	shared_fast	fast	fast	3.24646e-08	1.11351e-07	-7.984896	-7.355670
MYH7B	FALSE	FALSE	marine_fast_only	fast	not_significant	0.0036011		-3.808437	-3.464892
MYLK	FALSE	FALSE	shared_fast	fast	fast	0.0033763	0.00183194	-3.851187	-4.117405
MYO9A	TRUE	TRUE	shared_slow	slow	slow	0.00158339	0.00933066	4.092912	3.488593
MYO9B	TRUE	TRUE	shared_slow	slow	slow	3.07589e-08	2.76768e-05	6.927226	5.337000
MYOZ2	TRUE	TRUE	shared_slow	slow	slow	0.000643932	0.000287003	4.350114	4.652965
N4BP2L2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0057908		3.607800	3.342705
NAA40	TRUE	TRUE	shared_slow	slow	slow	0.00614281	0.00285924	3.569421	3.890747
NAF1	TRUE	TRUE	shared_slow	slow	slow	0.00708752	0.00521278	3.479678	3.655798
NAIP	TRUE	TRUE	shared_slow	slow	slow	0.000512517	0.00981804	4.422802	3.470548
NAP1L3	TRUE	TRUE	shared_slow	slow	slow	2.28052e-10	1.96833e-05	7.839947	5.443023
NBEA	TRUE	TRUE	shared_slow	slow	slow	0.00340512	0.00268079	3.728305	3.873713
NBN	TRUE	TRUE	shared_slow	slow	slow	0.00131777	0.00490123	4.127980	3.717777
NCAN	TRUE	TRUE	shared_slow	slow	slow	1.00189e-06	2.73316e-06	6.167334	5.927492
NCAPD3	TRUE	TRUE	shared_slow	slow	slow	0.00135292	0.00090256	4.086650	4.275873
NCBP1	TRUE	TRUE	shared_slow	slow	slow	9.14036e-06	0.00103223	5.429525	4.191454
NCBP2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00583457		3.600483	2.895838
NCR3LG1	TRUE	TRUE	shared_slow	slow	slow	5.19049e-05	0.000139405	5.018491	4.824741
NDN	TRUE	TRUE	shared_slow	slow	slow	0.001283	0.00817351	4.103934	3.508415
NDNF	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00929257	3.155533	3.446783
NDUFA4	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.0054371	3.185385	3.660063
NDUFA4L2	TRUE	TRUE	shared_slow	slow	slow	0.000171823	6.29163e-05	4.722189	5.053711
NDUFA8	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00762656		3.473611	2.944639
NDUFAF1	TRUE	TRUE	shared_slow	slow	slow	0.00100399	0.000490519	4.217171	4.496544
NDUFB10	TRUE	TRUE	shared_slow	slow	slow	0.000808375	0.00806665	4.268641	3.525011
NDUFB4	TRUE	TRUE	shared_slow	slow	slow	0.00189948	0.000972	3.991525	4.268134
NDUFS5	TRUE	TRUE	shared_slow	slow	slow	0.00478907	0.00803173	3.627188	3.498786
NECAB3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000916943		4.253703	2.568923
NECAP2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00239961		3.920106	2.641176
NECTIN2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00626229		3.574138	3.416913
NEPRO	TRUE	TRUE	shared_slow	slow	slow	0.00339322	0.00878732	3.778225	3.483376
NEU1	TRUE	TRUE	shared_slow	slow	slow	0.000216457	0.00285924	4.724148	3.915797
NEXMIF	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00288373		3.860573	2.440956
NEXN	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00597886		3.592808	3.119937
NFATC2	TRUE	TRUE	shared_slow	slow	slow	4.27233e-05	0.000235364	5.135898	4.696086
NFIL3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00301374		3.809731	2.894941
NHLRC1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000434699		4.422914	3.232244
NIBAN3	TRUE	TRUE	shared_slow	slow	slow	0.00181818	0.00998552	4.017460	3.444993
NICN1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00823352		3.451996	2.875096
NIPSNAP2	TRUE	TRUE	shared_slow	slow	slow	0.000355069	5.71352e-05	4.526145	5.115124
NKPD1	FALSE	FALSE	shared_fast	fast	fast	0.000410335	0.000674098	-4.609008	-4.487672
NLGN4X	TRUE	TRUE	shared_slow	slow	slow	6.22887e-05	0.00750391	4.933801	3.521722
NLGN4Y	TRUE	TRUE	shared_slow	slow	slow	6.01768e-05	0.00645063	4.963189	3.588792
NLRP14	TRUE	FALSE	marine_only_slow	slow	not_significant	3.95992e-20		13.077293	0.066296
NLRP5	TRUE	TRUE	shared_slow	slow	slow	1.70807e-06	7.28537e-05	5.959661	5.035471
NLRP8	TRUE	TRUE	shared_slow	slow	slow	7.3304e-05	1.2318e-05	5.064159	5.593492
NME9	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00450195	-3.372214	-3.783496
NMRK2	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00942705	3.315645	3.507223
NOC4L	FALSE	FALSE	shared_fast	fast	fast	0.00316229	0.00152131	-3.868942	-4.175034
NOL8	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00277342		3.889866	3.222213
NOTCH3	TRUE	TRUE	shared_slow	slow	slow	0.000658145	0.00469701	4.348531	3.732827
NOXO1	TRUE	TRUE	shared_slow	slow	slow	2.15178e-08	1.63646e-05	6.913714	5.439557
NPAS1	TRUE	TRUE	shared_slow	slow	slow	0.00287463	0.00806665	3.840498	3.516244
NPM3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000116856		4.886610	2.598202
NPR1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00652257		3.543529	2.727831
NPR3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00159388		4.069810	3.329476
NPY4R	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00878762		3.443944	3.309368
NR2C1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00706156		3.531859	3.242326
NR2C2	TRUE	TRUE	shared_slow	slow	slow	0.000574097	0.000223284	4.367132	4.704122
NR2C2AP	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000472595		4.404683	2.335398
NRAP	FALSE	FALSE	shared_fast	fast	fast	0.00338209	0.00215951	-3.823033	-4.026507
NRAS	TRUE	TRUE	shared_slow	slow	slow	0.00357139	0.00209042	3.792683	4.034059
NRG4	TRUE	TRUE	shared_slow	slow	slow	1.35953e-09	8.72967e-09	7.467231	7.086018
NRGN	TRUE	TRUE	shared_slow	slow	slow	3.73193e-07	4.16575e-05	6.133488	5.132159
NRK	TRUE	TRUE	shared_slow	slow	slow	0.000425849	0.000453604	4.521453	4.548038
NSD1	TRUE	TRUE	shared_slow	slow	slow	4.15785e-16	1.47612e-11	9.963024	8.313107
NSMAF	FALSE	FALSE	shared_fast	fast	fast	0.00550203	0.00378703	-3.653174	-3.845310
NSUN3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00628717		3.580839	2.234691
NTAN1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.006583		3.565770	3.105809
NTHL1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00625703		3.571825	3.187881
NUBP2	TRUE	TRUE	shared_slow	slow	slow	0.000687549	0.000563677	4.331883	4.450689
NUF2	TRUE	TRUE	shared_slow	slow	slow	0.000394855	0.00012475	4.521093	4.925586
NUP107	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00587532		3.595779	3.369194
NUP205	TRUE	TRUE	shared_slow	slow	slow	0.000209822	0.00215738	4.725974	4.006285
NUP210L	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000168459		4.787228	2.641534
NUP98	TRUE	FALSE	marine_only_slow	slow	not_significant	0.007667		3.501130	2.778042
NWD1	FALSE	FALSE	shared_fast	fast	fast	0.00633131	0.00745889	-3.704298	-3.665406
OAS2	TRUE	TRUE	shared_slow	slow	slow	0.0024005	0.000315923	3.966486	4.653496
OAT	TRUE	TRUE	shared_slow	slow	slow	0.000152121	0.0005967	4.776744	4.406151
OCM	TRUE	TRUE	shared_slow	slow	slow	0.000243739	0.000412917	4.621748	4.507860
OCM2	TRUE	TRUE	shared_slow	slow	slow	0.000275345	0.000205252	4.579725	4.720732
ODAD2	FALSE	FALSE	shared_fast	fast	fast	0.00467053	0.00739046	-3.717437	-3.589225
ODF3L2	TRUE	TRUE	shared_slow	slow	slow	0.000590382	0.00285182	4.381562	3.906899
OGDHL	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00811976		3.464243	2.814641
OLA1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00547679	3.290852	3.647512
OLFM3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00268317		3.873737	3.394069
OMP	FALSE	FALSE	shared_fast	fast	fast	0.000209206	0.000261179	-4.826454	-4.792767
OPN1SW	FALSE	FALSE	shared_fast	fast	fast	7.83203e-05	0.000339028	-5.261932	-4.764751
OR10G3	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00717852		-3.847223	-3.312448
OR52W1	FALSE	FALSE	shared_fast	fast	fast	0.00102612	0.00188602	-4.376267	-4.163867
OR6B1	FALSE	FALSE	shared_fast	fast	fast	0.000687549	0.000796056	-4.429729	-4.439781
OSBPL11	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00366329		3.769227	2.765474
OSBPL8	TRUE	TRUE	shared_slow	slow	slow	0.00525539	0.006767	3.654366	3.607711
OSGIN2	TRUE	TRUE	shared_slow	slow	slow	1.84718e-06	3.12453e-05	5.886218	5.233898
OSMR	TRUE	TRUE	shared_slow	slow	slow	0.0032741	0.00277386	3.824032	3.923994
OTOA	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00058468		4.383492	3.349394
OTOF	FALSE	FALSE	shared_fast	fast	fast	0.00131688	0.00286288	-4.152425	-3.923399
OTUD7B	TRUE	TRUE	shared_slow	slow	slow	1.00187e-05	0.000471953	5.594286	4.508506
OTX1	TRUE	TRUE	shared_slow	slow	slow	0.000544252	0.000295621	4.386287	4.622813
P2RX6	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000342626		4.490414	2.922633
P2RY11	TRUE	TRUE	shared_slow	slow	slow	0.000299182	0.00124493	4.563503	4.169127
PABPC5	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00071416		4.327885	3.087472
PACSIN1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00803173	3.380429	3.538492
PADI3	FALSE	FALSE	shared_fast	fast	fast	0.00717852	0.00838714	-3.602635	-3.585094
PADI4	FALSE	FALSE	marine_fast_only	fast	not_significant	0.0052726		-3.741849	-3.343211
PADI6	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00414467		3.710691	3.165971
PAGR1	TRUE	TRUE	shared_slow	slow	slow	1.16226e-05	0.000216236	5.485828	4.714151
PAN2	TRUE	TRUE	shared_slow	slow	slow	0.00159388	0.00168864	4.075863	4.102305
PAPPA2	TRUE	TRUE	shared_slow	slow	slow	2.13051e-06	3.11137e-06	6.026960	5.926269
PAX8	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00896353		-3.454020	-3.451498
PBLD	TRUE	TRUE	shared_slow	slow	slow	7.3304e-05	0.000164216	4.965243	4.784405
PBRM1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00626229		3.587900	2.709998
PCMTD1	FALSE	FALSE	shared_fast	fast	fast	0.00812895	0.00803173	-3.505145	-3.571056
PCNX1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00467815		3.683087	3.337733
PCSK1	TRUE	TRUE	shared_slow	slow	slow	1.50185e-05	0.000342562	5.487981	4.602378
PCSK6	TRUE	TRUE	shared_slow	slow	slow	9.33006e-05	0.000519317	4.917290	4.445982
PDCL	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00880991	-2.812696	-3.524736
PDE4C	TRUE	TRUE	shared_slow	slow	slow	0.000531149	0.00267474	4.365869	3.899992
PDE6C	FALSE	FALSE	shared_fast	fast	fast	4.79804e-05	0.00010739	-5.241483	-5.042691
PDE8B	TRUE	TRUE	shared_slow	slow	slow	0.000496935	0.00454215	4.441800	3.748646
PDGFB	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00996571	2.743170	3.451495
PDK1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00219899	3.281007	3.996283
PDLIM5	FALSE	FALSE	shared_fast	fast	fast	0.00626229	0.00447008	-3.606711	-3.794557
PDPK1	TRUE	TRUE	shared_slow	slow	slow	1.0805e-05	0.000207775	5.386576	4.671125
PDS5A	TRUE	TRUE	shared_slow	slow	slow	1.68502e-05	0.000312482	5.378792	4.601677
PDS5B	TRUE	TRUE	shared_slow	slow	slow	0.00518738	0.00942705	3.577757	3.427419
PECAM1	TRUE	TRUE	shared_slow	slow	slow	3.45438e-05	3.99393e-05	5.304079	5.305289
PEG10	TRUE	TRUE	shared_slow	slow	slow	7.62555e-07	2.82225e-05	6.053846	5.259537
PER1	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00847947	-2.784276	-3.513213
PER2	FALSE	FALSE	shared_fast	fast	fast	0.000104668	0.000228152	-5.001143	-4.790277
PERP	FALSE	FALSE	shared_fast	fast	fast	2.87642e-05	2.08285e-05	-5.421152	-5.566925
PFKP	TRUE	TRUE	shared_slow	slow	slow	0.00760819	0.00767673	3.445722	3.507486
PFN4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00295691		3.842715	3.434494
PGGHG	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00673888	3.236013	3.595772
PGLYRP2	TRUE	TRUE	shared_slow	slow	slow	0.00477492	0.00703506	3.680718	3.590342
PGR	TRUE	TRUE	shared_slow	slow	slow	0.000434699	0.00360001	4.484378	3.826688
PHF1	TRUE	TRUE	shared_slow	slow	slow	7.39904e-07	4.05391e-05	6.265643	5.251863
PHF19	TRUE	TRUE	shared_slow	slow	slow	1.00774e-05	0.0011118	5.552011	4.222133
PHF20L1	TRUE	TRUE	shared_slow	slow	slow	2.35651e-06	4.93137e-05	5.916835	5.160442
PHKG2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00607634		3.582032	2.639334
PHYH	TRUE	TRUE	shared_slow	slow	slow	0.000180715	0.000836936	4.636864	4.260176
PI3	FALSE	FALSE	shared_fast	fast	fast	0.00311868	0.00474229	-3.873727	-3.773144
PI4KA	TRUE	TRUE	shared_slow	slow	slow	6.7048e-05	0.000223284	5.017344	4.711046
PIEZO1	FALSE	FALSE	shared_fast	fast	fast	8.47423e-08	3.34124e-08	-6.973885	-7.157389
PIF1	TRUE	TRUE	shared_slow	slow	slow	0.000300164	0.00232337	4.515298	3.932076
PIGN	TRUE	TRUE	shared_slow	slow	slow	0.00388483	0.0029142	3.694017	3.852352
PIGO	TRUE	TRUE	shared_slow	slow	slow	0.00209555	0.00918319	3.966898	3.480533
PIK3C2B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000512188		4.430426	3.284656
PIK3R4	TRUE	TRUE	shared_slow	slow	slow	1.38744e-07	3.05872e-06	6.397130	5.771463
PIK3R5	FALSE	FALSE	shared_fast	fast	fast	0.00366329	0.00315115	-3.809058	-3.912018
PIM2	TRUE	TRUE	shared_slow	slow	slow	3.52375e-06	0.000256697	5.845297	4.690291
PIP	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0016454		4.008359	3.154499
PKLR	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00208051		3.980070	2.813477
PKP1	FALSE	FALSE	shared_fast	fast	fast	0.000507656	0.00104283	-4.488692	-4.305396
PLA2G10	TRUE	TRUE	shared_slow	slow	slow	0.000978888	0.000377057	4.170110	4.520926
PLCB1	TRUE	TRUE	shared_slow	slow	slow	0.0033763	0.00919164	3.815900	3.487558
PLCB3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00709978		3.519567	3.024804
PLCH2	FALSE	FALSE	shared_fast	fast	fast	0.00786873	0.00941502	-3.509567	-3.493792
PLCL2	TRUE	TRUE	shared_slow	slow	slow	0.00208339	0.00942301	3.953979	3.456918
PLCZ1	TRUE	TRUE	shared_slow	slow	slow	0.00153466	0.00179086	4.087229	4.080577
PLEKHO1	TRUE	TRUE	shared_slow	slow	slow	0.00487954	0.00187072	3.653850	4.037369
PLET1	TRUE	TRUE	shared_slow	slow	slow	0.000209131	0.000182769	4.677797	4.770623
PLIN3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00254368		3.890451	3.177767
PLP2	TRUE	TRUE	shared_slow	slow	slow	0.000267937	0.000262377	4.633975	4.676109
PLXDC2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00189948		4.014878	3.220572
PLXNB2	TRUE	TRUE	shared_slow	slow	slow	0.00016918	0.0013613	4.796445	4.164213
PM20D1	TRUE	TRUE	shared_slow	slow	slow	0.00110676	0.00214951	4.189178	4.009526
PMIS2	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00234029	3.219399	3.989501
PMM1	TRUE	TRUE	shared_slow	slow	slow	0.000344147	0.00183194	4.519122	4.037985
PNKP	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00247113		3.919904	3.425140
PNLIPRP3	FALSE	FALSE	shared_fast	fast	fast	0.00267986	0.00655948	-3.955214	-3.663059
PNPLA3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00610295		3.575017	3.438038
PNPLA7	FALSE	FALSE	shared_fast	fast	fast	0.000243205	0.000349352	-4.942389	-4.792564
POC5	TRUE	TRUE	shared_slow	slow	slow	0.0033763	0.00221023	3.789991	3.985328
PODXL	TRUE	TRUE	shared_slow	slow	slow	1.70807e-06	0.000192896	5.901543	4.730900
POGZ	TRUE	TRUE	shared_slow	slow	slow	8.89638e-05	5.80097e-05	4.894802	5.064229
POLG	TRUE	TRUE	shared_slow	slow	slow	7.69142e-05	0.00133146	5.029667	4.179135
POLR1H	TRUE	TRUE	shared_slow	slow	slow	0.00128419	0.00161846	4.096070	4.073186
POM121L2	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00761392		-4.011081	-3.543623
POT1	TRUE	TRUE	shared_slow	slow	slow	0.00287463	0.0023221	3.804015	3.930946
POU2F1	TRUE	TRUE	shared_slow	slow	slow	1.2874e-07	3.49972e-05	6.615153	5.287729
POU3F1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00551071		3.597656	2.235939
PP2D1	TRUE	TRUE	shared_slow	slow	slow	2.45378e-06	1.96599e-06	5.854045	5.919431
PPA2	TRUE	TRUE	shared_slow	slow	slow	0.000512386	0.00739175	4.416370	3.561800
PPFIA2	TRUE	TRUE	shared_slow	slow	slow	3.32781e-05	0.000923677	5.293669	4.314181
PPHLN1	TRUE	TRUE	shared_slow	slow	slow	0.000361873	0.00171533	4.524652	4.077426
PPIL2	TRUE	TRUE	shared_slow	slow	slow	0.00239	0.00606973	3.920937	3.643465
PPP1R3A	TRUE	TRUE	shared_slow	slow	slow	0.000643932	0.000262377	4.376797	4.709748
PPP1R9A	TRUE	TRUE	shared_slow	slow	slow	0.00114596	0.00455482	4.181652	3.751847
PPP2R2A	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00688143		3.543189	2.870155
PPP3CC	TRUE	TRUE	shared_slow	slow	slow	1.73604e-05	0.000223284	5.423729	4.739761
PPP4R3B	TRUE	TRUE	shared_slow	slow	slow	0.000352946	0.000470656	4.580644	4.535131
